cluster_id	rho_rp3v	rho_arc	delta_rp3v_minus_arc	label	parent_supertype	mfr	top_anat	top_anat_n	delta_arc_minus_rp3v
CS20230722_CLUS_1344	0.3226348733869436	0.25228603333311944	0.07034884005382414	1344 CEA-BST Six3 Cyp26b1 Gaba_5	CS20230722_SUPT_0371	0.85	Striatum	247.0	-0.07034884005382414
CS20230722_CLUS_3909	0.3716227444210062	0.30127913609984763	0.07034360832115855	3909 MB-MY Tph2 Glut-Sero_5	CS20230722_SUPT_0892	2.23	Nucleus raphe magnus	18.0	-0.07034360832115855
CS20230722_CLUS_4350	0.3409947452171364	0.27065666893994456	0.07033807627719185	4350 PGRN-PARN-MDRN Hoxb5 Glut_3	CS20230722_SUPT_0975	1.56	Pontine reticular nucleus, caudal part	41.0	-0.07033807627719185
CS20230722_CLUS_1880	0.34123529216265114	0.2709001509704922	0.07033514119215895	1880 PVpo-VMPO-MPN Hmx2 Gaba_1	CS20230722_SUPT_0482	1.27	Medial preoptic area	7.0	-0.07033514119215895
CS20230722_CLUS_1878	0.35181320749558703	0.2814802884244615	0.07033291907112554	1878 PVpo-VMPO-MPN Hmx2 Gaba_1	CS20230722_SUPT_0482	1.33	Medial preoptic nucleus	9.0	-0.07033291907112554
CS20230722_CLUS_1355	0.3300763891721082	0.25974381351667825	0.07033257565542994	1355 CEA-AAA-BST Six3 Sp9 Gaba_2	CS20230722_SUPT_0374	0.92	Central amygdalar nucleus, medial part	48.0	-0.07033257565542994
CS20230722_CLUS_3189	0.3386410889269604	0.2683147882344182	0.0703263006925422	3189 PAG Pou4f2 Mesi2 Glut_3	CS20230722_SUPT_0752	1.13	Periaqueductal gray	34.0	-0.0703263006925422
CS20230722_CLUS_0988	0.31406456503258195	0.24373944101511755	0.07032512401746441	0988 STR D2 Gaba_6	CS20230722_SUPT_0279	1.04	Caudoputamen	947.0	-0.07032512401746441
CS20230722_CLUS_2210	0.3651533296583465	0.2948327233192026	0.07032060633914389	2210 MEA-BST Otp Zic2 Glut_1	CS20230722_SUPT_0539	1.17	Anterior amygdalar area	11.0	-0.07032060633914389
CS20230722_CLUS_3659	0.36712551585723296	0.29680542742970445	0.07032008842752852	3659 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_5	CS20230722_SUPT_0838	1.5	Dentate gyrus, molecular layer	6.0	-0.07032008842752852
CS20230722_CLUS_3697	0.32644476589201066	0.2561296350779274	0.07031513081408325	3697 SC-PAG Lef1 Emx2 Gaba_4	CS20230722_SUPT_0846	0.75	Periaqueductal gray	35.0	-0.07031513081408325
CS20230722_CLUS_1078	0.33094578996851076	0.2606335437309252	0.07031224623758559	1078 LSX Nkx2-1 Gaba_2	CS20230722_SUPT_0307	1.0	Lateral septal nucleus, rostral (rostroventral) part	22.0	-0.07031224623758559
CS20230722_CLUS_5042	0.35011820368244967	0.2798060720667441	0.07031213161570554	5042 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3	CS20230722_SUPT_1122	1.7	Nucleus of the solitary tract	34.0	-0.07031213161570554
CS20230722_CLUS_5040	0.36383310506903643	0.2935236731673168	0.07030943190171962	5040 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3	CS20230722_SUPT_1122	0.96	Nucleus of the solitary tract	19.0	-0.07030943190171962
CS20230722_CLUS_4737	0.34061425338953827	0.2703109065713303	0.07030334681820799	4737 LDT-PCG-CS Gata3 Lhx1 Gaba_1	CS20230722_SUPT_1056	0.82	Periaqueductal gray	9.0	-0.07030334681820799
CS20230722_CLUS_5122	0.3393008648873789	0.2689978414981368	0.07030302338924205	5122 SPVI-SPVC Sall3 Nfib Gly-Gaba_1	CS20230722_SUPT_1136	0.72	Spinal nucleus of the trigeminal, interpolar part	16.0	-0.07030302338924205
CS20230722_CLUS_3614	0.32614805510776007	0.255845710653587	0.07030234445417305	3614 PRT Tcf7l2 Gaba_3	CS20230722_SUPT_0831	1.38	Midbrain	39.0	-0.07030234445417305
CS20230722_CLUS_1831	0.34377581084560827	0.27347411042159414	0.07030170042401412	1831 PVHd-DMH Lhx6 Gaba_3	CS20230722_SUPT_0476	1.17	Hypothalamus	36.0	-0.07030170042401412
CS20230722_CLUS_4115	0.3615098399160487	0.29120926445489914	0.07030057546114954	4115 PCG-PRNr Vsx2 Nkx6-1 Glut_3	CS20230722_SUPT_0927	0.82	Pontine central gray	8.0	-0.07030057546114954
CS20230722_CLUS_1296	0.3379434800082905	0.26765103640515997	0.07029244360313053	1296 MEA-BST Lhx6 Nfib Gaba_3	CS20230722_SUPT_0359	2.23	Medial amygdalar nucleus	42.0	-0.07029244360313053
CS20230722_CLUS_4615	0.34100979243649554	0.270719756877226	0.07029003555926955	4615 CS-RPO Meis2 Gaba_2	CS20230722_SUPT_1032	0.47	Superior central nucleus raphe	12.0	-0.07029003555926955
CS20230722_CLUS_2258	0.3446948623026482	0.27440760737051356	0.07028725493213461	2258 MPN-MPO-PVpo Hmx2 Glut_5	CS20230722_SUPT_0550	0.41	Anteroventral periventricular nucleus	8.0	-0.07028725493213461
CS20230722_CLUS_4144	0.341730483323844	0.271446031930808	0.07028445139303596	4144 PB-PSV Phox2b Glut_1	CS20230722_SUPT_0938	1.7	superior cerebelar peduncles	12.0	-0.07028445139303596
CS20230722_CLUS_2183	0.3409995065942785	0.2707155823264627	0.07028392426781582	2183 SI-MA-LPO-LHA Skor1 Glut_6	CS20230722_SUPT_0535	1.5	Bed nuclei of the stria terminalis	6.0	-0.07028392426781582
CS20230722_CLUS_1221	0.31830582594105183	0.24802219655983151	0.07028362938122032	1221 MEA-BST Sox6 Gaba_6	CS20230722_SUPT_0342	1.04	Medial amygdalar nucleus	80.0	-0.07028362938122032
CS20230722_CLUS_4724	0.3679781190153529	0.29769460176293727	0.0702835172524156	4724 NI-RPO Gata3 Nr4a2 Gaba_2	CS20230722_SUPT_1053	1.27	Nucleus incertus	12.0	-0.0702835172524156
CS20230722_CLUS_2262	0.3285537357323915	0.25827117595940385	0.07028255977298764	2262 MPN-MPO-PVpo Hmx2 Glut_6	CS20230722_SUPT_0551	2.12	Medial preoptic nucleus	37.0	-0.07028255977298764
CS20230722_CLUS_5129	0.32489666152071023	0.2546214725273448	0.07027518899336543	5129 SPVI-SPVC Sall3 Nfib Gly-Gaba_1	CS20230722_SUPT_1136	0.69	Copula pyramidis	14.0	-0.07027518899336543
CS20230722_CLUS_1734	0.3482636791633695	0.27799264980621	0.07027102935715945	1734 ZI Pax6 Gaba_3	CS20230722_SUPT_0461	0.79	Zona incerta	27.0	-0.07027102935715945
CS20230722_CLUS_4008	0.3248124320347256	0.25454623715779806	0.07026619487692753	4008 LDT-PCG Vsx2 Lhx4 Glut_6	CS20230722_SUPT_0911	1.0	Laterodorsal tegmental nucleus	8.0	-0.07026619487692753
CS20230722_CLUS_4842	0.335906184922619	0.2656433301681789	0.07026285475444005	4842 PRP Otp Gly-Gaba_5	CS20230722_SUPT_1087	0.54	Nucleus prepositus	10.0	-0.07026285475444005
CS20230722_CLUS_3605	0.3466637297364925	0.2764120601764929	0.07025166955999962	3605 PRT Tcf7l2 Gaba_1	CS20230722_SUPT_0829	0.69	Midbrain reticular nucleus	52.0	-0.07025166955999962
CS20230722_CLUS_3768	0.3274227863328633	0.2571741816010956	0.0702486047317677	3768 PRT Mecom Gaba_1	CS20230722_SUPT_0864	2.03	Anterior pretectal nucleus	6.0	-0.0702486047317677
CS20230722_CLUS_3106	0.3638676657336848	0.29362298940763404	0.07024467632605075	3106 PAG Pou4f1 Ebf2 Glut_1	CS20230722_SUPT_0737	1.27	Periaqueductal gray	7.0	-0.07024467632605075
CS20230722_CLUS_3962	0.3365531389274653	0.2663122867845864	0.0702408521428789	3962 PSV Lmx1a Trpv6 Glut_1	CS20230722_SUPT_0902	1.04	Principal sensory nucleus of the trigeminal	25.0	-0.0702408521428789
CS20230722_CLUS_0869	0.33686058314068695	0.2666232625920294	0.07023732054865756	0869 NDB-SI-MA-STRv Lhx8 Gaba_1	CS20230722_SUPT_0244	1.04	Diagonal band nucleus	48.0	-0.07023732054865756
CS20230722_CLUS_3797	0.3132096653634292	0.2429732757253614	0.0702363896380678	3797 SCsg Gabrr2 Gaba_1	CS20230722_SUPT_0872	1.04	Superior colliculus, superficial gray layer	17.0	-0.0702363896380678
CS20230722_CLUS_0706	0.3227868062581366	0.2525512959776913	0.07023551028044528	0706 Lamp5 Gaba_1	CS20230722_SUPT_0199	1.5	Secondary motor area, layer 1	12.0	-0.07023551028044528
CS20230722_CLUS_3120	0.34447580264068095	0.2742470271668018	0.07022877547387912	3120 PAG Pou4f1 Ebf2 Glut_3	CS20230722_SUPT_0739	0.61	Periaqueductal gray	28.0	-0.07022877547387912
CS20230722_CLUS_3283	0.3429729579339589	0.2727447394266177	0.07022821850734118	3283 IC Tfap2d Maf Glut_1	CS20230722_SUPT_0770	1.04	Inferior colliculus, dorsal nucleus	116.0	-0.07022821850734118
CS20230722_CLUS_0853	0.35806144804878176	0.2878335693591318	0.07022787868964997	0853 Sst Chodl Gaba_2	CS20230722_SUPT_0239	0.89	Piriform area	15.0	-0.07022787868964997
CS20230722_CLUS_3685	0.3527140670923454	0.2824923368944092	0.07022173019793615	3685 SC-PAG Lef1 Emx2 Gaba_2	CS20230722_SUPT_0844	1.13	Periaqueductal gray	25.0	-0.07022173019793615
CS20230722_CLUS_3746	0.3313073670103692	0.2610947345114768	0.07021263249889242	3746 SCs Pax7 Nfia Gaba_1	CS20230722_SUPT_0859	0.96	Superior colliculus, motor related, intermediate gray layer	18.0	-0.07021263249889242
CS20230722_CLUS_1348	0.3234007778034945	0.25318924967301754	0.07021152813047699	1348 CEA-AAA-BST Six3 Sp9 Gaba_1	CS20230722_SUPT_0373	1.27	Bed nuclei of the stria terminalis	27.0	-0.07021152813047699
CS20230722_CLUS_1674	0.344840679774806	0.2746296958677352	0.07021098390707076	1674 AHN-SBPV-PVHd Pdrm12 Gaba_6	CS20230722_SUPT_0451	2.85	Anterior hypothalamic nucleus	30.0	-0.07021098390707076
CS20230722_CLUS_4161	0.3497154823436245	0.2795047017299064	0.0702107806137181	4161 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	CS20230722_SUPT_0943	0.69	Pons	21.0	-0.0702107806137181
CS20230722_CLUS_3608	0.35238012316435935	0.2821731262237567	0.07020699694060267	3608 PRT Tcf7l2 Gaba_2	CS20230722_SUPT_0830	1.08	Anterior pretectal nucleus	36.0	-0.07020699694060267
CS20230722_CLUS_1468	0.35237204821356344	0.2821662316120339	0.07020581660152952	1468 MPO-ADP Lhx8 Gaba_3	CS20230722_SUPT_0404	1.78	Hypothalamus	38.0	-0.07020581660152952
CS20230722_CLUS_3398	0.35436230380647443	0.284158028148008	0.07020427565846643	3398 PPN-CUN-PCG Otp En1 Gaba_2	CS20230722_SUPT_0793	1.33	Midbrain	29.0	-0.07020427565846643
CS20230722_CLUS_4706	0.37006984166384005	0.29987568453134467	0.07019415713249538	4706 LDT Fgf7 Gaba_1	CS20230722_SUPT_1049	0.79	Periaqueductal gray	33.0	-0.07019415713249538
CS20230722_CLUS_3088	0.3252166799681256	0.25502765861571536	0.07018902135241023	3088 PAG Pou4f1 Bnc2 Glut_2	CS20230722_SUPT_0736	0.72	Periaqueductal gray	13.0	-0.07018902135241023
CS20230722_CLUS_1678	0.3608203681991979	0.29063438601345565	0.07018598218574224	1678 AHN-SBPV-PVHd Pdrm12 Gaba_7	CS20230722_SUPT_0452	1.17	Lateral hypothalamic area	55.0	-0.07018598218574224
CS20230722_CLUS_2834	0.32846326215874605	0.25828210752720543	0.07018115463154062	2834 CUN Evx2 Lhx2 Glut_4	CS20230722_SUPT_0700	0.52	Periaqueductal gray	13.0	-0.07018115463154062
CS20230722_CLUS_1276	0.3577802742762028	0.2876007119649894	0.07017956231121342	1276 MEA-BST Lhx6 Nr2e1 Gaba_2	CS20230722_SUPT_0355	2.23	Central amygdalar nucleus, medial part	6.0	-0.07017956231121342
CS20230722_CLUS_0539	0.30202884224243925	0.23185381404072758	0.07017502820171168	0539 OB-in Frmd7 Gaba_1	CS20230722_SUPT_0150	2.7	Main olfactory bulb, outer plexiform layer	362.0	-0.07017502820171168
CS20230722_CLUS_1625	0.33848776434557126	0.2683172761711037	0.07017048817446758	1625 PVHd Gsc Gaba_1	CS20230722_SUPT_0441	2.85	Zona incerta	16.0	-0.07017048817446758
CS20230722_CLUS_4891	0.31740319802900346	0.24723545618929169	0.07016774183971178	4891 MY Lhx1 Gly-Gaba_3	CS20230722_SUPT_1091	1.63	Pons	8.0	-0.07016774183971178
CS20230722_CLUS_1390	0.3221521352591621	0.2519904030100815	0.07016173224908057	1390 CEA-BST Ebf1 Pdyn Gaba_3	CS20230722_SUPT_0386	1.13	Central amygdalar nucleus, lateral part	18.0	-0.07016173224908057
CS20230722_CLUS_1542	0.32414278664552104	0.25398282041793363	0.07015996622758741	1542 BST-MPN Six3 Nrgn Gaba_3	CS20230722_SUPT_0422	4.0	Anterior hypothalamic nucleus	15.0	-0.07015996622758741
CS20230722_CLUS_1315	0.3526820640878047	0.28252223209228133	0.07015983199552339	1315 CEA-BST Gal Avp Gaba_1	CS20230722_SUPT_0363	1.33	Bed nuclei of the stria terminalis	25.0	-0.07015983199552339
CS20230722_CLUS_1736	0.34282934012932026	0.2726745075717285	0.07015483255759175	1736 ZI Pax6 Gaba_3	CS20230722_SUPT_0461	1.27	Zona incerta	25.0	-0.07015483255759175
CS20230722_CLUS_2435	0.33031623384780645	0.2601630646997907	0.07015316914801573	2435 STN-PSTN Pitx2 Glut_1	CS20230722_SUPT_0598	1.38	Lateral hypothalamic area	16.0	-0.07015316914801573
CS20230722_CLUS_0658	0.3199032449899754	0.24975219764219603	0.07015104734777938	0658 Vip Gaba_10	CS20230722_SUPT_0182	4.88	Medial amygdalar nucleus	17.0	-0.07015104734777938
CS20230722_CLUS_3776	0.34278474311403495	0.27263559985422303	0.07014914325981192	3776 PRT Mecom Gaba_3	CS20230722_SUPT_0866	1.56	Anterior pretectal nucleus	52.0	-0.07014914325981192
CS20230722_CLUS_1349	0.32723859529872473	0.25708962590558115	0.07014896939314358	1349 CEA-AAA-BST Six3 Sp9 Gaba_1	CS20230722_SUPT_0373	1.17	Medial amygdalar nucleus	26.0	-0.07014896939314358
CS20230722_CLUS_0944	0.30761709861416	0.23747352117533257	0.0701435774388274	0944 STR D1 Gaba_1	CS20230722_SUPT_0265	1.33	Olfactory tubercle	386.0	-0.0701435774388274
CS20230722_CLUS_4282	0.36914653176981216	0.2990044974931342	0.07014203427667798	4282 NTS Phox2b Glut_6	CS20230722_SUPT_0964	0.64	Nucleus of the solitary tract	66.0	-0.07014203427667798
CS20230722_CLUS_4159	0.3319935932733616	0.2618548466462112	0.07013874662715036	4159 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	CS20230722_SUPT_0943	0.85	Parabrachial nucleus	31.0	-0.07013874662715036
CS20230722_CLUS_4607	0.3442628979922939	0.27412601591070396	0.07013688208158997	4607 CS-RPO Meis2 Gaba_1	CS20230722_SUPT_1031	0.64	Superior central nucleus raphe	19.0	-0.07013688208158997
CS20230722_CLUS_3976	0.31428622541260476	0.2441508222273117	0.07013540318529307	3976 LDT-PCG Vsx2 Lhx4 Glut_1	CS20230722_SUPT_0906	1.56	Periaqueductal gray	15.0	-0.07013540318529307
CS20230722_CLUS_1055	0.3415016050764005	0.27137039424280474	0.07013121083359575	1055 LSX Otx2 Gaba_3	CS20230722_SUPT_0303	0.85	Lateral septal nucleus, ventral part	11.0	-0.07013121083359575
CS20230722_CLUS_1552	0.3512620097287201	0.28113317201867194	0.07012883771004819	1552 BST-MPN Six3 Nrgn Gaba_5	CS20230722_SUPT_0424	0.69	Bed nuclei of the stria terminalis	31.0	-0.07012883771004819
CS20230722_CLUS_4270	0.3402171713387622	0.27008960142605654	0.07012756991270569	4270 NTS Phox2b Glut_5	CS20230722_SUPT_0963	1.44	Nucleus of the solitary tract	16.0	-0.07012756991270569
CS20230722_CLUS_1446	0.34187896810046464	0.2717518680231829	0.07012710007728173	1446 SI-MPO-LPO Lhx8 Gaba_4	CS20230722_SUPT_0399	1.44	Striatum	10.0	-0.07012710007728173
CS20230722_CLUS_1234	0.33595415410907553	0.2658302050449753	0.07012394906410024	1234 MEA-BST Sox6 Gaba_9	CS20230722_SUPT_0345	1.63	Medial amygdalar nucleus	14.0	-0.07012394906410024
CS20230722_CLUS_3062	0.34704359476135893	0.27692535785289246	0.07011823690846647	3062 PAG-MRN Tfap2b Glut_1	CS20230722_SUPT_0733	0.96	Periaqueductal gray	94.0	-0.07011823690846647
CS20230722_CLUS_1756	0.3494240080441199	0.2793068368767435	0.07011717116737637	1756 ZI Pax6 Gaba_6	CS20230722_SUPT_0464	0.56	Posterior hypothalamic nucleus	10.0	-0.07011717116737637
CS20230722_CLUS_1857	0.30172716361118884	0.23161147391635753	0.07011568969483131	1857 TU-ARH Otp Six6 Gaba_3	CS20230722_SUPT_0480	1.08	Hypothalamus	6.0	-0.07011568969483131
CS20230722_CLUS_0448	0.3105131500731504	0.24039818966126697	0.07011496041188342	0448 L6 CT CTX Glut_3	CS20230722_SUPT_0116	1.08	Prelimbic area, layer 6a	42.0	-0.07011496041188342
CS20230722_CLUS_2805	0.3486542259252097	0.2785453026156883	0.07010892330952145	2805 PAG Pou4f3 Glut_1	CS20230722_SUPT_0694	0.79	Periaqueductal gray	34.0	-0.07010892330952145
CS20230722_CLUS_3749	0.32598146885392343	0.25587886410013116	0.07010260475379226	3749 SCs Pax7 Nfia Gaba_1	CS20230722_SUPT_0859	1.13	Periaqueductal gray	9.0	-0.07010260475379226
CS20230722_CLUS_0857	0.344506426006392	0.27440661936771915	0.07009980663867282	0857 Sst Chodl Gaba_3	CS20230722_SUPT_0240	0.72	Substantia innominata	27.0	-0.07009980663867282
CS20230722_CLUS_1759	0.3454718641927166	0.27537643382740284	0.07009543036531374	1759 ZI Pax6 Gaba_7	CS20230722_SUPT_0465	1.63	Zona incerta	14.0	-0.07009543036531374
CS20230722_CLUS_3116	0.3529211790996108	0.28282650550776506	0.07009467359184574	3116 PAG Pou4f1 Ebf2 Glut_2	CS20230722_SUPT_0738	0.92	Periaqueductal gray	87.0	-0.07009467359184574
CS20230722_CLUS_1118	0.35878971690780437	0.2886966424112598	0.07009307449654456	1118 LSX Prdm12 Slit2 Gaba_1	CS20230722_SUPT_0317	0.69	Lateral septal nucleus, rostral (rostroventral) part	27.0	-0.07009307449654456
CS20230722_CLUS_4790	0.3484478373174867	0.2783602144378439	0.07008762287964276	4790 DTN-LDT-IPN Otp Pax3 Gaba_4	CS20230722_SUPT_1072	1.56	Laterodorsal tegmental nucleus	32.0	-0.07008762287964276
CS20230722_CLUS_0731	0.3422854362111527	0.27220367315459265	0.07008176305656005	0731 Lamp5 Lhx6 Gaba_1	CS20230722_SUPT_0203	1.13	Field CA3, stratum oriens	80.0	-0.07008176305656005
CS20230722_CLUS_0963	0.31369270840654584	0.24361158493422025	0.07008112347232559	0963 STR D1 Gaba_8	CS20230722_SUPT_0272	1.56	Nucleus accumbens	828.0	-0.07008112347232559
CS20230722_CLUS_1970	0.35604091807696475	0.28596071002035917	0.07008020805660559	1970 ARH-PVp Tbx3 Gaba_3	CS20230722_SUPT_0495	1.38	Arcuate hypothalamic nucleus	63.0	-0.07008020805660559
CS20230722_CLUS_2237	0.3305994661130626	0.26052234827497034	0.07007711783809228	2237 MPN-MPO-PVpo Hmx2 Glut_1	CS20230722_SUPT_0546	1.44	Medial preoptic nucleus	52.0	-0.07007711783809228
CS20230722_CLUS_1490	0.3362436176921293	0.26617146536440933	0.07007215232771996	1490 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	CS20230722_SUPT_0408	1.63	Lateral preoptic area	24.0	-0.07007215232771996
CS20230722_CLUS_1493	0.346168818640961	0.2761041279246511	0.07006469071630989	1493 BST Tac2 Gaba_1	CS20230722_SUPT_0409	2.12	Lateral hypothalamic area	38.0	-0.07006469071630989
CS20230722_CLUS_4004	0.3393780412192101	0.2693150619491258	0.07006297927008431	4004 LDT-PCG Vsx2 Lhx4 Glut_5	CS20230722_SUPT_0910	0.67	Medial vestibular nucleus	20.0	-0.07006297927008431
CS20230722_CLUS_1808	0.34545932884308195	0.27540170332100944	0.07005762552207251	1808 DMH-LHA Gsx1 Gaba_2	CS20230722_SUPT_0471	0.56	Lateral hypothalamic area	58.0	-0.07005762552207251
CS20230722_CLUS_3101	0.35854482489790707	0.2884932355275739	0.07005158937033318	3101 PAG Pou4f1 Ebf2 Glut_1	CS20230722_SUPT_0737	1.63	Periaqueductal gray	26.0	-0.07005158937033318
CS20230722_CLUS_3566	0.35477156086108547	0.2847215885734023	0.07004997228768317	3566 PAG-RN Nkx2-2 Otx1 Gaba_2	CS20230722_SUPT_0824	0.75	Midbrain reticular nucleus	18.0	-0.07004997228768317
CS20230722_CLUS_1213	0.3425196893988354	0.27247009475733186	0.07004959464150357	1213 MEA-BST Sox6 Gaba_5	CS20230722_SUPT_0341	1.44	Medial amygdalar nucleus	12.0	-0.07004959464150357
CS20230722_CLUS_1496	0.3543372446088475	0.2843005883172694	0.07003665629157813	1496 BST Tac2 Gaba_1	CS20230722_SUPT_0409	2.23	Lateral preoptic area	48.0	-0.07003665629157813
CS20230722_CLUS_4901	0.35723332831044735	0.2871970229276735	0.07003630538277383	4901 MY Lhx1 Gly-Gaba_3	CS20230722_SUPT_1091	0.92	Motor nucleus of trigeminal	16.0	-0.07003630538277383
CS20230722_CLUS_5104	0.370542431369656	0.3005109596712179	0.0700314716984381	5104 NTS-PARN Neurod2 Gly-Gaba_4	CS20230722_SUPT_1133	0.69	Nucleus of the solitary tract	34.0	-0.0700314716984381
CS20230722_CLUS_3578	0.3305908708779698	0.2605626833457923	0.07002818753217749	3578 PAG-RN Nkx2-2 Otx1 Gaba_3	CS20230722_SUPT_0825	1.7	Periaqueductal gray	17.0	-0.07002818753217749
CS20230722_CLUS_4970	0.3315608637321446	0.26153560308157014	0.07002526065057446	4970 NTS-MDRNd Prox1 Zic1 Gly-Gaba_2	CS20230722_SUPT_1106	0.61	Parvicellular reticular nucleus	13.0	-0.07002526065057446
CS20230722_CLUS_4866	0.36563347545585834	0.2956131282469085	0.07002034720894984	4866 MY Lhx1 Gly-Gaba_1	CS20230722_SUPT_1089	0.85	Paragigantocellular reticular nucleus, lateral part	58.0	-0.07002034720894984
CS20230722_CLUS_1754	0.35663305047495714	0.2866132893984976	0.07001976107645952	1754 ZI Pax6 Gaba_6	CS20230722_SUPT_0464	0.64	Hypothalamus	16.0	-0.07001976107645952
CS20230722_CLUS_3016	0.3479825772042743	0.2779637783026722	0.07001879890160206	3016 PAG-SC Pou4f1 Zic1 Glut_1	CS20230722_SUPT_0730	0.85	Periaqueductal gray	26.0	-0.07001879890160206
CS20230722_CLUS_4688	0.36005172344515357	0.29003598245779716	0.07001574098735641	4688 CS-PRNr-DR En1 Sox2 Gaba_1	CS20230722_SUPT_1047	1.17	Periaqueductal gray	14.0	-0.07001574098735641
CS20230722_CLUS_2493	0.34782338978879	0.2778129043665962	0.07001048542219379	2493 PH Pitx2 Glut_2	CS20230722_SUPT_0611	1.04	Hypothalamus	11.0	-0.07001048542219379
CS20230722_CLUS_4836	0.33891105768278407	0.26890267529602563	0.07000838238675844	4836 PRP Otp Gly-Gaba_4	CS20230722_SUPT_1086	0.11	Pons	4.0	-0.07000838238675844
CS20230722_CLUS_1232	0.32359048960265674	0.2535836235594648	0.07000686604319195	1232 MEA-BST Sox6 Gaba_9	CS20230722_SUPT_0345	1.7	Medial amygdalar nucleus	10.0	-0.07000686604319195
CS20230722_CLUS_4003	0.34983977060958776	0.2798334345809077	0.07000633602868006	4003 LDT-PCG Vsx2 Lhx4 Glut_5	CS20230722_SUPT_0910	0.69	Pons	16.0	-0.07000633602868006
CS20230722_CLUS_1402	0.3267040720527958	0.256698318962175	0.07000575309062079	1402 CEA-BST Ebf1 Pdyn Gaba_6	CS20230722_SUPT_0389	1.13	Central amygdalar nucleus, medial part	9.0	-0.07000575309062079
CS20230722_CLUS_4518	0.32490570762679866	0.25490417662410114	0.07000153100269751	4518 NTS Aldh1a2 Glut_1	CS20230722_SUPT_1002	0.85	Parvicellular reticular nucleus	1.0	-0.07000153100269751
CS20230722_CLUS_1783	0.3295646553826984	0.25956467722342547	0.06999997815927295	1783 ZI Pax6 Gaba_11	CS20230722_SUPT_0469	0.79	auditory radiation	10.0	-0.06999997815927295
CS20230722_CLUS_4183	0.3349558162899588	0.2649566374205948	0.06999917886936402	4183 IPN-LDT Vsx2 Nkx6-1 Glut_2	CS20230722_SUPT_0947	1.17	Periaqueductal gray	33.0	-0.06999917886936402
CS20230722_CLUS_1089	0.35510335226422507	0.2851093075402431	0.06999404472398196	1089 LSX Nkx2-1 Gaba_3	CS20230722_SUPT_0308	0.61	Lateral septal nucleus, ventral part	155.0	-0.06999404472398196
CS20230722_CLUS_4015	0.3405463651177356	0.2705533057582696	0.06999305935946604	4015 LDT-PCG Vsx2 Lhx4 Glut_8	CS20230722_SUPT_0913	1.13	Pedunculopontine nucleus	62.0	-0.06999305935946604
CS20230722_CLUS_1982	0.3150593086095248	0.24506691089581434	0.06999239771371046	1982 LGv-ZI Otx2 Gaba_4	CS20230722_SUPT_0499	1.44	Ventral part of the lateral geniculate complex	6.0	-0.06999239771371046
CS20230722_CLUS_3471	0.3508692069913298	0.2808939521930572	0.0699752547982726	3471 IC Six3 En2 Gaba_1	CS20230722_SUPT_0807	1.08	Midbrain reticular nucleus	34.0	-0.0699752547982726
CS20230722_CLUS_3087	0.35466964438071824	0.2846951538312675	0.06997449054945076	3087 PAG Pou4f1 Bnc2 Glut_1	CS20230722_SUPT_0735	0.92	Periaqueductal gray	5.0	-0.06997449054945076
CS20230722_CLUS_1868	0.34431581387099214	0.2743416624713415	0.06997415139965063	1868 TMd-DMH Foxd2 Gaba_1	CS20230722_SUPT_0481	0.3	Lateral hypothalamic area	10.0	-0.06997415139965063
CS20230722_CLUS_4283	0.37726320389036716	0.30729214569294283	0.06997105819742433	4283 NTS Phox2b Glut_6	CS20230722_SUPT_0964	0.21	Nucleus of the solitary tract	19.0	-0.06997105819742433
CS20230722_CLUS_2999	0.32300382502909497	0.25303342638135795	0.06997039864773702	2999 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9	CS20230722_SUPT_0726	0.61	Hypothalamus	16.0	-0.06997039864773702
CS20230722_CLUS_4691	0.3514872119403435	0.2815199304658916	0.06996728147445191	4691 CS-PRNr-DR En1 Sox2 Gaba_1	CS20230722_SUPT_1047	1.08	Pontine central gray	9.0	-0.06996728147445191
CS20230722_CLUS_0874	0.3405507240781974	0.27058677358706945	0.06996395049112797	0874 NDB-SI-MA-STRv Lhx8 Gaba_2	CS20230722_SUPT_0245	0.64	Medial septal nucleus	241.0	-0.06996395049112797
CS20230722_CLUS_4260	0.3356562695200322	0.2656952124308908	0.06996105708914141	4260 NTS Phox2b Glut_4	CS20230722_SUPT_0962	0.59	Nucleus of the solitary tract	9.0	-0.06996105708914141
CS20230722_CLUS_2115	0.34495953486248054	0.2750052537328911	0.06995428112958946	2115 ADP-MPO Trp73 Glut_1	CS20230722_SUPT_0527	0.59	Hypothalamus	17.0	-0.06995428112958946
CS20230722_CLUS_2346	0.3446334394529146	0.274681292414706	0.06995214703820857	2346 AHN-RCH-LHA Otp Fezf1 Glut_2	CS20230722_SUPT_0580	1.78	Anterior hypothalamic nucleus	161.0	-0.06995214703820857
CS20230722_CLUS_1076	0.3260212369016305	0.2560696277747071	0.06995160912692339	1076 LSX Nkx2-1 Gaba_2	CS20230722_SUPT_0307	0.64	Lateral septal nucleus, rostral (rostroventral) part	43.0	-0.06995160912692339
