# metadata = mapping_result.json
# taxonomy hierarchy = ["CCN20230722_CLAS", "CCN20230722_SUBC", "CCN20230722_SUPT", "CCN20230722_CLUS"]
# readable taxonomy hierarchy = ["class", "subclass", "supertype", "cluster"]
# algorithm: 'hierarchical'; codebase: http://github.com/AllenInstitute/cell_type_mapper; version: 1.7.2
cell_id,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,supertype_label,supertype_name,supertype_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
Q5_G02_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.8600,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.6200,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_H02_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,1.0000,CS20230722_CLUS_1400,1400 CEA-BST Ebf1 Pdyn Gaba_5,1829,0.7200
Q5_A03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9100,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.4700,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,0.9100
Q5_B03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,0.5300,CS20230722_SUPT_0387,0387 CEA-BST Ebf1 Pdyn Gaba_4,0.7400,CS20230722_CLUS_1397,1397 CEA-BST Ebf1 Pdyn Gaba_4,1831,0.8500
Q5_C03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1334,1334 CEA-BST Six3 Cyp26b1 Gaba_2,1009,0.4500
Q5_D03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.7500,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1334,1334 CEA-BST Six3 Cyp26b1 Gaba_2,1009,1.0000
Q5_E03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.9400,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_F03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_088,088 BST Tac2 Gaba,0.9600,CS20230722_SUPT_0410,0410 BST Tac2 Gaba_2,1.0000,CS20230722_CLUS_1501,1501 BST Tac2 Gaba_2,1807,1.0000
Q5_G03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_088,088 BST Tac2 Gaba,1.0000,CS20230722_SUPT_0410,0410 BST Tac2 Gaba_2,1.0000,CS20230722_CLUS_1502,1502 BST Tac2 Gaba_2,1804,1.0000
Q5_H03_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0387,0387 CEA-BST Ebf1 Pdyn Gaba_4,1.0000,CS20230722_CLUS_1397,1397 CEA-BST Ebf1 Pdyn Gaba_4,1831,1.0000
Q5_A04_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9500,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,0.9900,CS20230722_SUPT_0387,0387 CEA-BST Ebf1 Pdyn Gaba_4,0.9600,CS20230722_CLUS_1396,1396 CEA-BST Ebf1 Pdyn Gaba_4,1822,0.8700
Q5_B04_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,1.0000,CS20230722_CLUS_1401,1401 CEA-BST Ebf1 Pdyn Gaba_5,1830,0.9000
Q5_C04_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.7800,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1333,1333 CEA-BST Six3 Cyp26b1 Gaba_2,1008,1.0000
Q5_D04_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0386,0386 CEA-BST Ebf1 Pdyn Gaba_3,1.0000,CS20230722_CLUS_1391,1391 CEA-BST Ebf1 Pdyn Gaba_3,1809,1.0000
Q5_E04_Plate_Q5_144,CS20230722_CLAS_09,09 CNU-LGE GABA,0.5800,CS20230722_SUBC_062,062 STR D2 Gaba,1.0000,CS20230722_SUPT_0274,0274 STR D2 Gaba_1,1.0000,CS20230722_CLUS_0967,0967 STR D2 Gaba_1,1060,1.0000
Q5_F04_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9800,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,0.9900,CS20230722_CLUS_1400,1400 CEA-BST Ebf1 Pdyn Gaba_5,1829,0.8500
Q5_G04_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,1.0000,CS20230722_CLUS_1385,1385 CEA-BST Ebf1 Pdyn Gaba_1,1826,1.0000
Q5_H04_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9900,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,0.9900,CS20230722_CLUS_1398,1398 CEA-BST Ebf1 Pdyn Gaba_5,1824,1.0000
Q5_A05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_077,077 CEA-BST Gal Avp Gaba,0.7800,CS20230722_SUPT_0363,0363 CEA-BST Gal Avp Gaba_1,1.0000,CS20230722_CLUS_1316,1316 CEA-BST Gal Avp Gaba_1,1524,0.9900
Q5_B05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9800,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.4100,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,0.6800
Q5_C05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.8500,CS20230722_SUBC_088,088 BST Tac2 Gaba,1.0000,CS20230722_SUPT_0409,0409 BST Tac2 Gaba_1,1.0000,CS20230722_CLUS_1494,1494 BST Tac2 Gaba_1,1547,0.6700
Q5_D05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.7700,CS20230722_SUBC_080,080 CEA-AAA-BST Six3 Sp9 Gaba,1.0000,CS20230722_SUPT_0378,0378 CEA-AAA-BST Six3 Sp9 Gaba_6,1.0000,CS20230722_CLUS_1369,1369 CEA-AAA-BST Six3 Sp9 Gaba_6,1017,1.0000
Q5_E05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0385,0385 CEA-BST Ebf1 Pdyn Gaba_2,1.0000,CS20230722_CLUS_1387,1387 CEA-BST Ebf1 Pdyn Gaba_2,1814,1.0000
Q5_F05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9900,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,0.9900,CS20230722_SUPT_0367,0367 CEA-BST Six3 Cyp26b1 Gaba_1,0.5200,CS20230722_CLUS_1330,1330 CEA-BST Six3 Cyp26b1 Gaba_1,1002,0.9100
Q5_G05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9700,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,0.9700,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.9500,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,0.8200
Q5_H05_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9700,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0385,0385 CEA-BST Ebf1 Pdyn Gaba_2,1.0000,CS20230722_CLUS_1387,1387 CEA-BST Ebf1 Pdyn Gaba_2,1814,0.7200
Q5_A06_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.9400,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_B06_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9800,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0386,0386 CEA-BST Ebf1 Pdyn Gaba_3,0.4100,CS20230722_CLUS_1390,1390 CEA-BST Ebf1 Pdyn Gaba_3,1808,1.0000
Q5_C06_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.6600,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,0.7000,CS20230722_SUPT_0387,0387 CEA-BST Ebf1 Pdyn Gaba_4,0.4700,CS20230722_CLUS_1397,1397 CEA-BST Ebf1 Pdyn Gaba_4,1831,0.5400
Q5_D06_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9600,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1333,1333 CEA-BST Six3 Cyp26b1 Gaba_2,1008,0.9100
Q5_E06_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9800,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0391,0391 CEA-BST Ebf1 Pdyn Gaba_8,0.4500,CS20230722_CLUS_1405,1405 CEA-BST Ebf1 Pdyn Gaba_8,1832,1.0000
Q5_F06_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.8200,CS20230722_SUBC_080,080 CEA-AAA-BST Six3 Sp9 Gaba,0.6300,CS20230722_SUPT_0375,0375 CEA-AAA-BST Six3 Sp9 Gaba_3,0.8300,CS20230722_CLUS_1360,1360 CEA-AAA-BST Six3 Sp9 Gaba_3,1043,0.9700
Q5_G06_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,1.0000,CS20230722_CLUS_1400,1400 CEA-BST Ebf1 Pdyn Gaba_5,1829,0.9900
Q5_A07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1334,1334 CEA-BST Six3 Cyp26b1 Gaba_2,1009,0.8600
Q5_B07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1334,1334 CEA-BST Six3 Cyp26b1 Gaba_2,1009,1.0000
Q5_C07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1334,1334 CEA-BST Six3 Cyp26b1 Gaba_2,1009,0.7800
Q5_D07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9700,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.7600,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_E07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9900,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,0.8600,CS20230722_CLUS_1401,1401 CEA-BST Ebf1 Pdyn Gaba_5,1830,0.9500
Q5_F07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1334,1334 CEA-BST Six3 Cyp26b1 Gaba_2,1009,1.0000
Q5_G07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_083,083 CEA-BST Rai14 Pdyn Crh Gaba,1.0000,CS20230722_SUPT_0392,0392 CEA-BST Rai14 Pdyn Crh Gaba_1,1.0000,CS20230722_CLUS_1407,1407 CEA-BST Rai14 Pdyn Crh Gaba_1,1820,1.0000
Q5_H07_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9900,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0391,0391 CEA-BST Ebf1 Pdyn Gaba_8,0.9900,CS20230722_CLUS_1406,1406 CEA-BST Ebf1 Pdyn Gaba_8,1833,0.9500
Q5_A08_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.8600,CS20230722_SUBC_080,080 CEA-AAA-BST Six3 Sp9 Gaba,0.6800,CS20230722_SUPT_0375,0375 CEA-AAA-BST Six3 Sp9 Gaba_3,1.0000,CS20230722_CLUS_1361,1361 CEA-AAA-BST Six3 Sp9 Gaba_3,1044,1.0000
Q5_B08_Plate_Q5_144,CS20230722_CLAS_09,09 CNU-LGE GABA,0.5700,CS20230722_SUBC_062,062 STR D2 Gaba,1.0000,CS20230722_SUPT_0280,0280 STR D2 Gaba_7,0.9400,CS20230722_CLUS_0989,0989 STR D2 Gaba_7,1064,1.0000
Q5_C08_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0370,0370 CEA-BST Six3 Cyp26b1 Gaba_4,1.0000,CS20230722_CLUS_1341,1341 CEA-BST Six3 Cyp26b1 Gaba_4,1012,1.0000
Q5_D08_Plate_Q5_144,CS20230722_CLAS_09,09 CNU-LGE GABA,0.8800,CS20230722_SUBC_062,062 STR D2 Gaba,0.9900,CS20230722_SUPT_0274,0274 STR D2 Gaba_1,0.9900,CS20230722_CLUS_0967,0967 STR D2 Gaba_1,1060,0.5200
Q5_E08_Plate_Q5_144,CS20230722_CLAS_09,09 CNU-LGE GABA,0.9600,CS20230722_SUBC_062,062 STR D2 Gaba,1.0000,CS20230722_SUPT_0274,0274 STR D2 Gaba_1,1.0000,CS20230722_CLUS_0967,0967 STR D2 Gaba_1,1060,1.0000
Q5_F08_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,1.0000,CS20230722_CLUS_1399,1399 CEA-BST Ebf1 Pdyn Gaba_5,1828,0.8900
Q5_G08_Plate_Q5_144,CS20230722_CLAS_09,09 CNU-LGE GABA,1.0000,CS20230722_SUBC_062,062 STR D2 Gaba,1.0000,CS20230722_SUPT_0274,0274 STR D2 Gaba_1,1.0000,CS20230722_CLUS_0968,0968 STR D2 Gaba_1,1061,1.0000
Q5_H08_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9000,CS20230722_SUBC_080,080 CEA-AAA-BST Six3 Sp9 Gaba,1.0000,CS20230722_SUPT_0378,0378 CEA-AAA-BST Six3 Sp9 Gaba_6,0.9800,CS20230722_CLUS_1369,1369 CEA-AAA-BST Six3 Sp9 Gaba_6,1017,1.0000
Q5_A09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9500,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0389,0389 CEA-BST Ebf1 Pdyn Gaba_6,1.0000,CS20230722_CLUS_1403,1403 CEA-BST Ebf1 Pdyn Gaba_6,1817,1.0000
Q5_B09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.7700,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,0.9600,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.8600,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_C09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0370,0370 CEA-BST Six3 Cyp26b1 Gaba_4,1.0000,CS20230722_CLUS_1341,1341 CEA-BST Six3 Cyp26b1 Gaba_4,1012,1.0000
Q5_D09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9900,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0385,0385 CEA-BST Ebf1 Pdyn Gaba_2,1.0000,CS20230722_CLUS_1389,1389 CEA-BST Ebf1 Pdyn Gaba_2,1823,0.9900
Q5_E09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9900,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.9900,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_F09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1332,1332 CEA-BST Six3 Cyp26b1 Gaba_2,1007,0.9500
Q5_G09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9900,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,1.0000,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,0.9900
Q5_H09_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9100,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0385,0385 CEA-BST Ebf1 Pdyn Gaba_2,0.6600,CS20230722_CLUS_1389,1389 CEA-BST Ebf1 Pdyn Gaba_2,1823,1.0000
Q5_A10_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.9700,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_B10_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0388,0388 CEA-BST Ebf1 Pdyn Gaba_5,1.0000,CS20230722_CLUS_1399,1399 CEA-BST Ebf1 Pdyn Gaba_5,1828,0.7300
Q5_C10_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9500,CS20230722_SUBC_079,079 CEA-BST Six3 Cyp26b1 Gaba,1.0000,CS20230722_SUPT_0368,0368 CEA-BST Six3 Cyp26b1 Gaba_2,1.0000,CS20230722_CLUS_1334,1334 CEA-BST Six3 Cyp26b1 Gaba_2,1009,0.5400
Q5_D10_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,1.0000,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0387,0387 CEA-BST Ebf1 Pdyn Gaba_4,0.9900,CS20230722_CLUS_1396,1396 CEA-BST Ebf1 Pdyn Gaba_4,1822,1.0000
Q5_E10_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.9300,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,1.0000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.7600,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,1.0000
Q5_F10_Plate_Q5_144,CS20230722_CLAS_09,09 CNU-LGE GABA,0.6100,CS20230722_SUBC_062,062 STR D2 Gaba,1.0000,CS20230722_SUPT_0274,0274 STR D2 Gaba_1,1.0000,CS20230722_CLUS_0967,0967 STR D2 Gaba_1,1060,0.8700
Q5_G10_Plate_Q5_144,CS20230722_CLAS_11,11 CNU-HYa GABA,0.8400,CS20230722_SUBC_082,082 CEA-BST Ebf1 Pdyn Gaba,0.8000,CS20230722_SUPT_0384,0384 CEA-BST Ebf1 Pdyn Gaba_1,0.9800,CS20230722_CLUS_1384,1384 CEA-BST Ebf1 Pdyn Gaba_1,1825,0.9800
