source_label,level,target_name,n_cells,coverage,purity,f1,mean_boot,median_boot
MC-22_unclassified,subclass,055 STR Lhx8 Gaba,1,0.0025974025974025974,0.5,0.00516795865633075,0.85,0.85
MC-22_unclassified,subclass,057 NDB-SI-MA-STRv Lhx8 Gaba,5,0.012987012987012988,0.35714285714285715,0.02506265664160401,1.0,1.0
MC-22_unclassified,subclass,062 STR D2 Gaba,46,0.11948051948051948,0.40350877192982454,0.1843687374749499,0.9941304347826087,1.0
MC-22_unclassified,subclass,065 IA Mgp Gaba,2,0.005194805194805195,0.2857142857142857,0.010204081632653062,1.0,1.0
MC-22_unclassified,subclass,073 MEA-BST Sox6 Gaba,2,0.005194805194805195,0.5,0.010282776349614395,0.96,0.96
MC-22_unclassified,subclass,074 MEA-BST Lhx6 Sp9 Gaba,1,0.0025974025974025974,0.14285714285714285,0.005102040816326531,0.88,0.88
MC-22_unclassified,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,187,0.4857142857142857,0.4074074074074074,0.4431279620853081,0.991764705882353,1.0
MC-22_unclassified,subclass,080 CEA-AAA-BST Six3 Sp9 Gaba,28,0.07272727272727272,0.4444444444444444,0.125,0.9792857142857142,0.995
MC-22_unclassified,subclass,082 CEA-BST Ebf1 Pdyn Gaba,64,0.16623376623376623,0.09026798307475317,0.11700182815356489,0.9903125,1.0
MC-22_unclassified,subclass,083 CEA-BST Rai14 Pdyn Crh Gaba,3,0.007792207792207792,0.15,0.014814814814814815,0.9966666666666667,1.0
MC-22_unclassified,subclass,088 BST Tac2 Gaba,1,0.0025974025974025974,0.1111111111111111,0.005076142131979696,1.0,1.0
MC-22_unclassified,subclass,113 MEA-COA-BMA Ccdc42 Glut,1,0.0025974025974025974,1.0,0.0051813471502590676,0.97,0.97
MC-22_unclassified,subclass,114 COAa-PAA-MEA Barhl2 Glut,1,0.0025974025974025974,1.0,0.0051813471502590676,1.0,1.0
MC-22_unclassified,subclass,119 SI-MA-LPO-LHA Skor1 Glut,3,0.007792207792207792,1.0,0.015463917525773198,0.9933333333333333,1.0
MC-22_unclassified,subclass,319 Astro-TE NN,1,0.0025974025974025974,1.0,0.0051813471502590676,0.87,0.87
MC-22_unclassified,subclass,327 Oligo NN,2,0.005194805194805195,0.2857142857142857,0.010204081632653062,1.0,1.0
MC-22_unclassified,subclass,330 VLMC NN,3,0.007792207792207792,0.75,0.015424164524421594,0.8833333333333333,0.88
MC-22_unclassified,subclass,332 SMC NN,9,0.023376623376623377,0.6,0.045000000000000005,1.0,1.0
MC-22_unclassified,subclass,333 Endo NN,12,0.03116883116883117,0.9230769230769231,0.06030150753768844,0.9808333333333333,1.0
MC-22_unclassified,subclass,338 Lymphoid NN,4,0.01038961038961039,1.0,0.02056555269922879,0.86,0.87
MC-Isl1,subclass,014 LA-BLA-BMA-PA Glut,1,0.0053475935828877,0.038461538461538464,0.009389671361502348,1.0,1.0
MC-Isl1,subclass,058 PAL-STR Gaba-Chol,2,0.0106951871657754,0.5,0.02094240837696335,1.0,1.0
MC-Isl1,subclass,061 STR D1 Gaba,2,0.0106951871657754,0.25,0.020512820512820513,1.0,1.0
MC-Isl1,subclass,062 STR D2 Gaba,1,0.0053475935828877,0.008771929824561403,0.006644518272425248,1.0,1.0
MC-Isl1,subclass,064 STR-PAL Chst9 Gaba,1,0.0053475935828877,0.5,0.010582010582010581,1.0,1.0
MC-Isl1,subclass,077 CEA-BST Gal Avp Gaba,7,0.0374331550802139,0.3888888888888889,0.06829268292682926,1.0,1.0
MC-Isl1,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,17,0.09090909090909091,0.037037037037037035,0.05263157894736842,1.0,1.0
MC-Isl1,subclass,080 CEA-AAA-BST Six3 Sp9 Gaba,2,0.0106951871657754,0.031746031746031744,0.015999999999999997,1.0,1.0
MC-Isl1,subclass,081 ACB-BST-FS D1 Gaba,2,0.0106951871657754,0.6666666666666666,0.021052631578947368,0.99,0.99
MC-Isl1,subclass,082 CEA-BST Ebf1 Pdyn Gaba,147,0.786096256684492,0.2073342736248237,0.328125,0.9889795918367347,1.0
MC-Isl1,subclass,083 CEA-BST Rai14 Pdyn Crh Gaba,2,0.0106951871657754,0.1,0.01932367149758454,0.985,0.985
MC-Isl1,subclass,090 BST-MPN Six3 Nrgn Gaba,1,0.0053475935828877,1.0,0.010638297872340425,0.99,0.99
MC-Isl1,subclass,327 Oligo NN,2,0.0106951871657754,0.2857142857142857,0.020618556701030927,1.0,1.0
MC-01_Nefm_Tac2,supertype,0064 LA-BLA-BMA-PA Glut_5,12,0.0392156862745098,0.48,0.07250755287009064,0.9758333333333334,1.0
MC-01_Nefm_Tac2,supertype,0204 Pvalb chandelier Gaba_1,1,0.0032679738562091504,1.0,0.006514657980456026,1.0,1.0
MC-01_Nefm_Tac2,supertype,0237 STR Lhx8 Gaba_2,1,0.0032679738562091504,0.3333333333333333,0.006472491909385114,1.0,1.0
MC-01_Nefm_Tac2,supertype,0249 NDB-SI-MA-STRv Lhx8 Gaba_6,2,0.006535947712418301,0.6666666666666666,0.012944983818770227,1.0,1.0
MC-01_Nefm_Tac2,supertype,0252 NDB-SI-MA-STRv Lhx8 Gaba_9,2,0.006535947712418301,0.2857142857142857,0.012779552715654953,0.99,0.99
MC-01_Nefm_Tac2,supertype,0260 PAL-STR Gaba-Chol_2,2,0.006535947712418301,0.5,0.012903225806451615,1.0,1.0
MC-01_Nefm_Tac2,supertype,0274 STR D2 Gaba_1,7,0.02287581699346405,0.08045977011494253,0.03562340966921119,1.0,1.0
MC-01_Nefm_Tac2,supertype,0280 STR D2 Gaba_7,2,0.006535947712418301,0.18181818181818182,0.012618296529968454,0.99,0.99
MC-01_Nefm_Tac2,supertype,0294 IA Mgp Gaba_5,1,0.0032679738562091504,0.25,0.006451612903225807,1.0,1.0
MC-01_Nefm_Tac2,supertype,0352 MEA-BST Lhx6 Sp9 Gaba_6,1,0.0032679738562091504,0.3333333333333333,0.006472491909385114,1.0,1.0
MC-01_Nefm_Tac2,supertype,0363 CEA-BST Gal Avp Gaba_1,8,0.026143790849673203,0.38095238095238093,0.04892966360856269,1.0,1.0
MC-01_Nefm_Tac2,supertype,0367 CEA-BST Six3 Cyp26b1 Gaba_1,3,0.00980392156862745,0.13636363636363635,0.01829268292682927,1.0,1.0
MC-01_Nefm_Tac2,supertype,0368 CEA-BST Six3 Cyp26b1 Gaba_2,9,0.029411764705882353,0.04639175257731959,0.036,1.0,1.0
MC-01_Nefm_Tac2,supertype,0369 CEA-BST Six3 Cyp26b1 Gaba_3,3,0.00980392156862745,0.17647058823529413,0.018575851393188854,1.0,1.0
MC-01_Nefm_Tac2,supertype,0370 CEA-BST Six3 Cyp26b1 Gaba_4,6,0.0196078431372549,0.05,0.02816901408450704,0.9966666666666667,1.0
MC-01_Nefm_Tac2,supertype,0371 CEA-BST Six3 Cyp26b1 Gaba_5,4,0.013071895424836602,0.13333333333333333,0.023809523809523808,0.9924999999999999,1.0
MC-01_Nefm_Tac2,supertype,0372 CEA-BST Six3 Cyp26b1 Gaba_6,5,0.016339869281045753,0.11363636363636363,0.02857142857142857,0.986,1.0
MC-01_Nefm_Tac2,supertype,0374 CEA-AAA-BST Six3 Sp9 Gaba_2,3,0.00980392156862745,0.13636363636363635,0.01829268292682927,0.96,0.95
MC-01_Nefm_Tac2,supertype,0375 CEA-AAA-BST Six3 Sp9 Gaba_3,3,0.00980392156862745,0.21428571428571427,0.01875,0.9466666666666667,1.0
