cluster_id	rho_BNST_Male	rho_BNST_FR	rho_BNST_FNR	rho_MeA_Male	rho_MeA_FR	rho_MeA_FNR	rho_POA_Male	rho_POA_FR	rho_POA_FNR	rho_VMH_Male	rho_VMH_FR	rho_VMH_FNR	delta_POA_FR_minus_VMH_FR	delta_POA_Male_minus_POA_FR	delta_BNST_FR_minus_VMH_FR	delta_MeA_FR_minus_VMH_FR	delta_VMH_FR_minus_MeA_FR	delta_VMH_Male_minus_VMH_FR	delta_VMH_FR_minus_BNST_FR	delta_BNST_Male_minus_BNST_FR	label	parent_supertype	mfr	top_anat	top_anat_n
CS20230722_CLUS_4029	0.7446330694571208	0.7301286542332626	0.7415809297167112	0.717538999254816	0.7216476969003168	0.7154184909265479	0.7342503462417341	0.7215671184549193	0.7265233204784838	0.7318179661863787	0.7289064562685054	0.7345952142027686	-0.007339337813586089	0.012683227786814855	0.001222197964757199	-0.007258759368188539	0.007258759368188539	0.002911509917873367	-0.001222197964757199	0.014504415223858258	4029 PB Evx2 Glut_2	CS20230722_SUPT_0915	1.56	Parabrachial nucleus	19.0
CS20230722_CLUS_4137	0.7478937305144128	0.7379428734174676	0.748330060951542	0.7075695598279004	0.7144348619991171	0.7079945386676303	0.7466409649173705	0.7349506237002165	0.7401113792317373	0.7392668438926915	0.7364119885882587	0.7427713288102606	-0.0014613648880422714	0.011690341217154065	0.0015308848292088229	-0.021977126589141638	0.021977126589141638	0.0028548553044327463	-0.0015308848292088229	0.00995085709694521	4137 PRNc-PARN Tlx1 Glut_1	CS20230722_SUPT_0935	1.63	Pontine reticular nucleus, caudal part	44.0
CS20230722_CLUS_2919	0.731992032313127	0.7175254026468184	0.7274630868611387	0.7035552185300069	0.7073645127232959	0.7007218774609962	0.724699218876849	0.7124765336987967	0.7173686024835029	0.7183912492300764	0.7156129952752641	0.7200237439896543	-0.0031364615764674086	0.01222268517805225	0.0019124073715542922	-0.008248482551968195	0.008248482551968195	0.0027782539548122376	-0.0019124073715542922	0.014466629666308628	2919 PRC-PAG Tcf7l2 Irx2 Glut_3	CS20230722_SUPT_0715	0.82	Midbrain reticular nucleus	26.0
CS20230722_CLUS_1218	0.7597613391805963	0.7470801288211923	0.7587239953566769	0.7394010688979542	0.7440058341441762	0.7389383033850612	0.7409951593060167	0.7306047150479048	0.7348749129056581	0.7406451348312166	0.7378898276625742	0.7419993699963353	-0.0072851126146693534	0.010390444258111864	0.009190301158618186	0.006116006481602043	-0.006116006481602043	0.0027553071686424735	-0.009190301158618186	0.01268121035940395	1218 MEA-BST Sox6 Gaba_5	CS20230722_SUPT_0341	1.44	Medial amygdalar nucleus	21.0
CS20230722_CLUS_2005	0.7471407537687482	0.732662399585052	0.7460092599800675	0.7461572674541437	0.7483490584766621	0.7483690514437489	0.7228240245899484	0.7126483575744724	0.7178961982015638	0.7367362961134928	0.7339814346623008	0.737742219632677	-0.02133307708782839	0.010175667015476009	-0.0013190350772488424	0.014367623814361297	-0.014367623814361297	0.00275486145119197	0.0013190350772488424	0.014478354183696251	2005 MEA-COA-BMA Ccdc42 Glut_3	CS20230722_SUPT_0507	1.7	Medial amygdalar nucleus	155.0
CS20230722_CLUS_2000	0.7561564478981998	0.7412681346193729	0.7526541039421631	0.7529538756431332	0.7551426123802574	0.751587309993354	0.7305722731815592	0.7199292919106115	0.7240714602760974	0.7392926869241668	0.736555683285308	0.740361086933807	-0.01662639137469646	0.010642981270947649	0.004712451334064949	0.01858692909494941	-0.01858692909494941	0.0027370036388588703	-0.004712451334064949	0.014888313278826892	2000 MEA-COA-BMA Ccdc42 Glut_1	CS20230722_SUPT_0505	1.63	Basomedial amygdalar nucleus, anterior part	434.0
CS20230722_CLUS_2925	0.7238993661650616	0.7070074724122313	0.719360460531931	0.6988967221594572	0.7006249329567914	0.6968593812182026	0.715142020032343	0.7016587864816518	0.7077366048392468	0.7076622747031193	0.7049836710340305	0.7106334441823625	-0.0033248845523786708	0.013483233550691143	0.0020238013782007958	-0.004358738077239077	0.004358738077239077	0.002678603669088786	-0.0020238013782007958	0.01689189375283029	2925 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1	CS20230722_SUPT_0718	0.96	Midbrain reticular nucleus	12.0
CS20230722_CLUS_2007	0.7622654341162667	0.7487239588698418	0.7618968446763673	0.7556059614978864	0.7588327480148261	0.7572335521850148	0.7396323885735753	0.7298765535410849	0.7346372104957277	0.7502577228348786	0.7475867327541845	0.751532448681706	-0.017710179213099586	0.009755835032490334	0.0011372261156572527	0.011246015260641617	-0.011246015260641617	0.0026709900806940468	-0.0011372261156572527	0.013541475246424906	2007 MEA-COA-BMA Ccdc42 Glut_3	CS20230722_SUPT_0507	1.22	Medial amygdalar nucleus	79.0
CS20230722_CLUS_4462	0.7396121803343588	0.7256983019470477	0.735689687125994	0.7081894359843258	0.713130748973371	0.7061385621145058	0.7318043147971682	0.7186582980154418	0.7231870978051615	0.7259082213102326	0.7232888723041176	0.7276271831728196	-0.004630574288675859	0.013146016781726444	0.0024094296429300055	-0.010158123330746616	0.010158123330746616	0.002619349006114935	-0.0024094296429300055	0.013913878387311174	4462 CU-ECU-SPVI Foxb1 Glut_1	CS20230722_SUPT_0988	0.45	Spinal nucleus of the trigeminal, interpolar part	13.0
CS20230722_CLUS_2518	0.7422397963652648	0.7294608827624054	0.7397154963678989	0.7081621548658288	0.7134571992384748	0.7072702837310306	0.7377738597359091	0.7258518271231487	0.730164084647336	0.7325826866988298	0.7299688980412221	0.7344349058451557	-0.004117070918073451	0.01192203261276048	-0.0005080152788167203	-0.016511698802747277	0.016511698802747277	0.002613788657607641	0.0005080152788167203	0.012778913602859432	2518 PH-LHA Foxb1 Glut_5	CS20230722_SUPT_0616	1.08	Lateral hypothalamic area	22.0
CS20230722_CLUS_2006	0.7570274721698991	0.7429136574433496	0.7538847225529954	0.7530039704858793	0.7569127709824665	0.7518477332608428	0.7328214734793319	0.7218875155762915	0.7256494223012937	0.7447194765686312	0.7421121978296812	0.7452941562755973	-0.020224682253389692	0.010933957903040414	0.0008014596136683982	0.014800573152785268	-0.014800573152785268	0.0026072787389500585	-0.0008014596136683982	0.01411381472654949	2006 MEA-COA-BMA Ccdc42 Glut_3	CS20230722_SUPT_0507	1.08	Medial amygdalar nucleus	1268.0
CS20230722_CLUS_3145	0.7409334262407051	0.7293878356482886	0.7389264559947214	0.7050239914317104	0.7103919240270891	0.7027136816350336	0.7379552121315012	0.7261262424113523	0.7303894933418802	0.7302878988013486	0.727707426374811	0.7316457597575207	-0.0015811839634587432	0.011828969720148907	0.0016804092734775677	-0.017315502347721945	0.017315502347721945	0.0025804724265375834	-0.0016804092734775677	0.011545590592416555	3145 PAG Pou4f2 Glut_1	CS20230722_SUPT_0745	1.08	Periaqueductal gray	54.0
CS20230722_CLUS_4182	0.7309901593019347	0.7177013889903453	0.7290319289317944	0.6963983032491078	0.6994277847230229	0.6935844296956052	0.7264524241728358	0.7148440582713059	0.7200492996789888	0.7169972593299638	0.7144215205677631	0.7187835478518227	0.0004225377035428357	0.011608365901529916	0.0032798684225822106	-0.014993735844740175	0.014993735844740175	0.002575738762200741	-0.0032798684225822106	0.01328877031158937	4182 IPN-LDT Vsx2 Nkx6-1 Glut_2	CS20230722_SUPT_0947	0.69	Periaqueductal gray	14.0
CS20230722_CLUS_2517	0.7457143358884554	0.7334161782046774	0.7443585519873892	0.7172237188343527	0.7222760422155277	0.7163827348650842	0.7380463818755989	0.7267031587396686	0.7321834450167767	0.7354132675968391	0.7328393143030199	0.7373186091962488	-0.006136155563351231	0.01134322313593028	0.000576863901657565	-0.010563272087492193	0.010563272087492193	0.0025739532938192644	-0.000576863901657565	0.012298157683777955	2517 PH-LHA Foxb1 Glut_5	CS20230722_SUPT_0616	0.89	Lateral hypothalamic area	26.0
CS20230722_CLUS_1999	0.7487997192324612	0.7343572932295835	0.7453112423249636	0.7391178394931887	0.7425902185896103	0.7380317665279398	0.7277231091718646	0.7162144102287883	0.7203970222424708	0.7340773161641643	0.7315063315458313	0.7352834036469357	-0.015291921317043045	0.011508698943076268	0.0028509616837522067	0.01108388704377894	-0.01108388704377894	0.002570984618332939	-0.0028509616837522067	0.014442426002877706	1999 MEA-COA-BMA Ccdc42 Glut_1	CS20230722_SUPT_0505	1.78	Basomedial amygdalar nucleus, anterior part	49.0
CS20230722_CLUS_4057	0.7488108346575233	0.7357907434394605	0.7469336541247148	0.7181864828792869	0.7227232824422039	0.7172656842679636	0.7426363998681332	0.7298958282936939	0.735664392644619	0.7396605665350926	0.7370965861784166	0.742023989575377	-0.0072007578847226306	0.012740571574439308	-0.0013058427389560645	-0.014373303736212706	0.014373303736212706	0.0025639803566760433	0.0013058427389560645	0.013020091218062801	4057 PB Evx2 Glut_5	CS20230722_SUPT_0918	1.33	Parabrachial nucleus	14.0
CS20230722_CLUS_2818	0.7158688906548629	0.7012180586379764	0.7121881272836229	0.6839254971141765	0.6871633098179221	0.6820061837651485	0.711675842731144	0.6973961299934603	0.7026593898881178	0.7027132335397067	0.7001571278206361	0.7058123786889858	-0.0027609978271757596	0.014279712737683692	0.0010609308173402665	-0.012993818002714042	0.012993818002714042	0.0025561057190706116	-0.0010609308173402665	0.01465083201688655	2818 CUN Evx2 Lhx2 Glut_1	CS20230722_SUPT_0697	1.22	Periaqueductal gray	8.0
CS20230722_CLUS_2045	0.759535598686944	0.7479743645117856	0.7585174160477542	0.7397285223474076	0.7448289583130451	0.7388503884605111	0.7458221448224175	0.7345333864404032	0.739439149436708	0.747343529116905	0.7447900333695096	0.7479638153571727	-0.010256646929106328	0.011288758382014263	0.003184331142276009	3.8924943535523227e-05	-3.8924943535523227e-05	0.0025534957473954956	-0.003184331142276009	0.011561234175158419	2045 COAa-PAA-MEA Barhl2 Glut_7	CS20230722_SUPT_0515	1.5	Medial amygdalar nucleus	22.0
CS20230722_CLUS_4165	0.7107048174254875	0.6943118992445256	0.7057076836453972	0.6811270330273304	0.683488867266612	0.677621521246123	0.7028683346980586	0.6894548649061106	0.6944174178774399	0.6952903513163392	0.6927467667785537	0.6974347524113355	-0.0032919018724431037	0.013413469791948018	0.0015651324659718968	-0.00925789951194178	0.00925789951194178	0.0025435845377854704	-0.0015651324659718968	0.01639291818096189	4165 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	CS20230722_SUPT_0944	0.85	Spinal vestibular nucleus	12.0
CS20230722_CLUS_2498	0.743042185958812	0.7280543474285041	0.7397594292012662	0.7112326516412668	0.7155446206619953	0.7096363644738776	0.7349636410417456	0.7219671811733447	0.7274594913662376	0.7307063316676164	0.7281703575963785	0.7330463084781877	-0.006203176423033807	0.012996459868400922	-0.0001160101678744363	-0.01262573693438318	0.01262573693438318	0.0025359740712379564	0.0001160101678744363	0.01498783853030794	2498 PH-LHA Foxb1 Glut_1	CS20230722_SUPT_0612	1.13	Lateral hypothalamic area	10.0
CS20230722_CLUS_4028	0.7319972842847302	0.7192325949011137	0.7289585958949022	0.7027620264581771	0.7081057214590251	0.7011503188105921	0.72389154091783	0.7117786367359783	0.7163632232021943	0.7207898575557831	0.7182770420072642	0.7231188852302771	-0.0064984052712858675	0.012112904181851736	0.0009555528938495206	-0.010171320548239104	0.010171320548239104	0.0025128155485188985	-0.0009555528938495206	0.012764689383616523	4028 PB Evx2 Glut_2	CS20230722_SUPT_0915	0.33	Cerebellum	35.0
CS20230722_CLUS_4434	0.7067146787764356	0.6904510939976739	0.7023612558875365	0.6801721873837989	0.6819784771448129	0.6777607738362805	0.6973248294478666	0.6853679447703828	0.691257520405136	0.6905735393642345	0.6880626230449778	0.6935614488591709	-0.0026946782745950193	0.011956884677483792	0.00238847095269612	-0.006084145900164928	0.006084145900164928	0.0025109163192567063	-0.00238847095269612	0.016263584778761664	4434 SPVI-SPVC Tlx3 Ebf3 Glut_4	CS20230722_SUPT_0984	0.32	Spinal nucleus of the trigeminal, interpolar part	21.0
CS20230722_CLUS_2211	0.7394182213483881	0.7256826815079503	0.7364420170755214	0.7224678785964002	0.725552789997302	0.7207274270122103	0.7226436213546724	0.7106583996678544	0.714898672304365	0.7241321842860846	0.7216221102582893	0.7257296623523052	-0.010963710590434883	0.011985221686818037	0.004060571249661082	0.003930679739012732	-0.003930679739012732	0.0025100740277953504	-0.004060571249661082	0.013735539840437738	2211 MEA-BST Otp Zic2 Glut_1	CS20230722_SUPT_0539	1.0	Bed nuclei of the stria terminalis	7.0
CS20230722_CLUS_3158	0.7373162925871583	0.7255903673378905	0.7354680548185405	0.7062221650632688	0.7103712166597289	0.7037547547461046	0.733075405338891	0.7224992623681032	0.7272433588613456	0.7251450298226518	0.7226563826058939	0.7268475575353127	-0.00015712023779068662	0.010576142970787794	0.002933984731996575	-0.012285165946165022	0.012285165946165022	0.0024886472167579	-0.002933984731996575	0.011725925249267743	3158 PAG Pou4f2 Glut_2	CS20230722_SUPT_0746	1.33	Periaqueductal gray	18.0
CS20230722_CLUS_3303	0.73433940097604	0.7208351576259759	0.7326545257916812	0.7106517271743863	0.7143192379704533	0.7096557622457358	0.7239464613914326	0.712899810566427	0.7185166488595417	0.7215094632139495	0.719021560802152	0.7246310805893417	-0.006121750235724921	0.011046650825005555	0.001813596823823982	-0.004702322831698691	0.004702322831698691	0.002487902411797527	-0.001813596823823982	0.01350424335006406	3303 IC Tfap2d Maf Glut_3	CS20230722_SUPT_0772	1.78	Inferior colliculus, dorsal nucleus	113.0
CS20230722_CLUS_3153	0.7459135125488853	0.7332656142240653	0.7418467244017684	0.7115266332503766	0.7163627469956327	0.7087752663561274	0.7409600477255491	0.7289783170362399	0.7324050664276983	0.7344491373223221	0.7319948958616348	0.7349176141352032	-0.0030165788253948556	0.011981730689309189	0.001270718362430534	-0.01563214886600206	0.01563214886600206	0.0024542414606872898	-0.001270718362430534	0.01264789832481994	3153 PAG Pou4f2 Glut_1	CS20230722_SUPT_0745	1.0	Periaqueductal gray	75.0
CS20230722_CLUS_2008	0.7667122085259348	0.7540621319115087	0.7638646149545171	0.7613401150994009	0.765668917960067	0.7600606512781765	0.7431052004391416	0.7328497201971284	0.7361320130557527	0.7540632504555429	0.7516179143982862	0.7543789194696138	-0.01876819420115783	0.010255480242013282	0.0024442175132225463	0.014051003561780795	-0.014051003561780795	0.0024453360572567195	-0.0024442175132225463	0.012650076614426076	2008 MEA-COA-BMA Ccdc42 Glut_3	CS20230722_SUPT_0507	0.92	Medial amygdalar nucleus	310.0
CS20230722_CLUS_4810	0.5545747427548876	0.5271212102932374	0.5380534963281558	0.5160433232207482	0.5129464080909114	0.5079523629803719	0.5489083671153359	0.530592059541083	0.5343954471333258	0.5330026716388869	0.5305595218806223	0.5353084622434602	3.25376604607408e-05	0.018316307574252844	-0.0034383115873848347	-0.017613113789710866	0.017613113789710866	0.002443149758264651	0.0034383115873848347	0.027453532461650165	4810 NLL-po Pax7 Gaba_1	CS20230722_SUPT_1080	4.56	lateral lemniscus	77.0
CS20230722_CLUS_3093	0.7267952556200034	0.7129106306884093	0.7235911644636965	0.6905538431876883	0.6944656800683088	0.6878385636955573	0.7240567539018165	0.710940221739053	0.715800083504351	0.7138852867593667	0.7114426693831214	0.7163245767315386	-0.0005024476440683712	0.013116532162763428	0.0014679613052879237	-0.01697698931481262	0.01697698931481262	0.002442617376245293	-0.0014679613052879237	0.013884624931594036	3093 PAG Pou4f1 Bnc2 Glut_2	CS20230722_SUPT_0736	1.13	Periaqueductal gray	42.0
CS20230722_CLUS_1221	0.7581452773157167	0.7436110277420592	0.7542397849337106	0.7438107939489939	0.7469852454273738	0.7417708354732541	0.7325833762584348	0.7213450811784673	0.7254095246165084	0.7386465602811655	0.7362139580717277	0.7393535133749726	-0.014868876893260441	0.011238295079967542	0.007397069670331491	0.010771287355646031	-0.010771287355646031	0.002432602209437751	-0.007397069670331491	0.014534249573657454	1221 MEA-BST Sox6 Gaba_6	CS20230722_SUPT_0342	1.04	Medial amygdalar nucleus	80.0
CS20230722_CLUS_4011	0.7362843682593605	0.7207624613924336	0.7325160270344293	0.7032961985139318	0.7060542266710664	0.7006632588618317	0.731027545976095	0.7177803192032692	0.7231021351572139	0.719409395146134	0.7169776800081635	0.7214934370484299	0.0008026391951057033	0.013247226772825749	0.003784781384270075	-0.0109234533370971	0.0109234533370971	0.0024317151379704693	-0.003784781384270075	0.015521906866926893	4011 LDT-PCG Vsx2 Lhx4 Glut_7	CS20230722_SUPT_0912	1.17	Periaqueductal gray	28.0
CS20230722_CLUS_1621	0.7119536822745176	0.7001528325890878	0.7116751468900152	0.6681176208514125	0.6722903038471606	0.6665269742035007	0.7117524127663198	0.7004774861983059	0.7073466343087973	0.7007784750812982	0.6983540560512329	0.7032242691548676	0.0021234301470729466	0.011274926568013988	0.0017987765378548737	-0.02606375220407231	0.02606375220407231	0.0024244190300652946	-0.0017987765378548737	0.011800849685429826	1621 DMH Prdm13 Gaba_1	CS20230722_SUPT_0439	1.44	Dorsomedial nucleus of the hypothalamus	54.0
CS20230722_CLUS_4058	0.7488416198232627	0.7370149306083777	0.7472284431125223	0.7165905215255817	0.7219628327087823	0.7149505111693898	0.7444713795432394	0.7325263737097867	0.7378626710882232	0.738413678370619	0.7359990437986723	0.740394958688308	-0.003472670088885632	0.011945005833452704	0.0010158868097054352	-0.01403621108989006	0.01403621108989006	0.0024146345719466833	-0.0010158868097054352	0.011826689214884945	4058 PB Evx2 Glut_5	CS20230722_SUPT_0918	1.7	Parabrachial nucleus	30.0
CS20230722_CLUS_3302	0.7068682348886594	0.6928821488763219	0.7041691006720986	0.68379667656279	0.6875339955936962	0.6826755220726516	0.698282066637987	0.6861914555474042	0.6917959732626922	0.6912443489174674	0.6888429255881774	0.6939255439214069	-0.0026514700407731517	0.012090611090582737	0.0040392232881445445	-0.0013089299944811783	0.0013089299944811783	0.0024014233292900533	-0.0040392232881445445	0.013986086012337418	3302 IC Tfap2d Maf Glut_2	CS20230722_SUPT_0771	2.45	Inferior colliculus, dorsal nucleus	32.0
CS20230722_CLUS_2970	0.7209694038459118	0.7067222522816824	0.7186880145401245	0.6928796931453247	0.6961065081973984	0.6910064215429144	0.7123484008531585	0.6996326470586934	0.7056349185099552	0.7072324764690258	0.7048358197056311	0.7101901944621429	-0.005203172646937704	0.012715753794465101	0.0018864325760512557	-0.008729311508232751	0.008729311508232751	0.0023966567633946223	-0.0018864325760512557	0.014247151564229399	2970 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5	CS20230722_SUPT_0722	0.89	Subparafascicular area	11.0
CS20230722_CLUS_2203	0.7487669051344722	0.7352883405487236	0.7454988399108063	0.7426482178976032	0.747083478463711	0.7422873264879812	0.7285786369497783	0.7182589481489179	0.7215854353940996	0.737208464706914	0.7348208756428024	0.7375044696738435	-0.01656192749388452	0.010319688800860427	0.00046746490592119994	0.01226260282090863	-0.01226260282090863	0.002387589064111628	-0.00046746490592119994	0.013478564585748587	2203 MEA Otp Foxp2 Glut_1	CS20230722_SUPT_0538	1.44	Medial amygdalar nucleus	76.0
CS20230722_CLUS_4233	0.7238600654524259	0.711335100820816	0.723357734155552	0.6902552454378988	0.6947990832314299	0.6897771061365072	0.7203698993721598	0.7083534682068757	0.7127685304330406	0.7147167115129365	0.7123308255300941	0.7168928726750439	-0.003977357323218356	0.012016431165284058	-0.0009957247092781119	-0.017531742298664166	0.017531742298664166	0.002385885982842395	0.0009957247092781119	0.012524964631609903	4233 NTS Phox2b Glut_1	CS20230722_SUPT_0959	0.64	Spinal vestibular nucleus	8.0
CS20230722_CLUS_2523	0.7309108270531417	0.719331748764436	0.7302423531329877	0.6957130011583063	0.7006844879250657	0.6942596979608011	0.7291526716752588	0.7181662044726371	0.7239934137114553	0.7208614878667011	0.7184831734738726	0.7235739839394981	-0.00031696900123545646	0.010986467202621641	0.0008485752905633692	-0.017798685548806925	0.017798685548806925	0.00237831439282854	-0.0008485752905633692	0.011579078288705746	2523 PMd-LHA Foxb1 Glut_1	CS20230722_SUPT_0619	0.85	Lateral hypothalamic area	9.0
CS20230722_CLUS_2004	0.7516496680640281	0.7365626693120535	0.7482652349023877	0.7518507794335743	0.7538756917904859	0.75048797034747	0.7266912308591184	0.7158148389373492	0.7196625163794323	0.7354894939141206	0.733115862094616	0.7361794028954363	-0.01730102315726678	0.010876391921769146	0.0034468072174375086	0.02075982969586987	-0.02075982969586987	0.0023736318195045625	-0.0034468072174375086	0.015086998751974612	2004 MEA-COA-BMA Ccdc42 Glut_2	CS20230722_SUPT_0506	1.86	Basomedial amygdalar nucleus, anterior part	118.0
CS20230722_CLUS_2891	0.7215669935147621	0.7058042588484228	0.716802343246135	0.6850043376684846	0.6887223390031422	0.6821688948409949	0.7161985192620653	0.7030475214676162	0.7078869632471629	0.7059190403370132	0.7035655544911376	0.7083540942644176	-0.0005180330235213804	0.01315099779444917	0.002238704357285237	-0.014843215487995387	0.014843215487995387	0.0023534858458756913	-0.002238704357285237	0.015762734666339262	2891 MRN Pou3f1 C1ql4 Glut_2	CS20230722_SUPT_0711	1.17	Midbrain	4.0
CS20230722_CLUS_2928	0.7469581751306692	0.733766348255313	0.7451530262503541	0.7149809607752025	0.7201053562306655	0.7136241126277058	0.7423686652714611	0.7300380714120315	0.7355537189023712	0.7347043761709474	0.732351684025272	0.7371474097666935	-0.002313612613240479	0.012330593859429584	0.0014146642300409962	-0.012246327794606438	0.012246327794606438	0.0023526921456754613	-0.0014146642300409962	0.01319182687535625	2928 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1	CS20230722_SUPT_0718	1.04	Midbrain reticular nucleus	34.0
CS20230722_CLUS_3736	0.742423308835103	0.7283134209829539	0.7396906568605289	0.7082876666347879	0.712001646991702	0.7064973922276248	0.7337209215664718	0.7215582257744054	0.726724618558366	0.7244860682167187	0.722144294895928	0.7260803998763573	-0.0005860691215225922	0.012162695792066414	0.006169126087025911	-0.010142647904226032	0.010142647904226032	0.0023417733207906632	-0.006169126087025911	0.014109887852149061	3736 SCs Dmbx1 Gaba_4	CS20230722_SUPT_0855	2.33	Posterior pretectal nucleus	18.0
