cluster_id	rho_BNST_Male	rho_BNST_FR	rho_BNST_FNR	rho_MeA_Male	rho_MeA_FR	rho_MeA_FNR	rho_POA_Male	rho_POA_FR	rho_POA_FNR	rho_VMH_Male	rho_VMH_FR	rho_VMH_FNR	delta_POA_FR_minus_VMH_FR	delta_POA_Male_minus_POA_FR	delta_BNST_FR_minus_VMH_FR	delta_MeA_FR_minus_VMH_FR	delta_VMH_FR_minus_MeA_FR	delta_VMH_Male_minus_VMH_FR	delta_VMH_FR_minus_BNST_FR	delta_BNST_Male_minus_BNST_FR	label	parent_supertype	mfr	top_anat	top_anat_n
CS20230722_CLUS_2977	0.7244384673989243	0.7138820742282057	0.7233857775260107	0.6982779577402113	0.7023929398671678	0.6966430604513122	0.71825923654744	0.7080302988211246	0.7112674526484981	0.7109744836113332	0.7102219698929418	0.712148270291626	-0.0021916710718172805	0.01022893772631539	0.0036601043352638696	-0.007829030025774064	0.007829030025774064	0.0007525137183913566	-0.0036601043352638696	0.010556393170718548	2977 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6	CS20230722_SUPT_0723	1.5	Subparafascicular area	9.0
CS20230722_CLUS_3056	0.7401069985595441	0.7310279806365813	0.7400766178040604	0.7023134725755733	0.7080860520745297	0.7011248852857718	0.7386166549087226	0.7283775845107883	0.7321505890522019	0.7275737198172486	0.7268217967879371	0.7306531088335178	0.001555787722851143	0.010239070397934369	0.004206183848644129	-0.018735744713407443	0.018735744713407443	0.0007519230293114854	-0.004206183848644129	0.00907901792296284	3056 PAG-MRN Tfap2b Glut_1	CS20230722_SUPT_0733	0.82	Periaqueductal gray	18.0
CS20230722_CLUS_1784	0.7450020195846195	0.7316451401777184	0.7418936271879201	0.7074447027405778	0.7117344559831237	0.7045687138741361	0.7382787624806004	0.7263957778219533	0.7308698191205009	0.7260911015603535	0.725339345387131	0.7278456725817589	0.0010564324348223408	0.011882984658647122	0.00630579479058746	-0.013604889404007281	0.013604889404007281	0.0007517561732225397	-0.00630579479058746	0.013356879406901112	1784 ZI Pax6 Gaba_11	CS20230722_SUPT_0469	0.92	Zona incerta	29.0
CS20230722_CLUS_0361	0.7148706631878334	0.7005532908571492	0.71050811092184	0.7318838908887924	0.7282345117245212	0.7308861441945594	0.6876102676730929	0.6804713825252391	0.6833694440323418	0.6946490550582107	0.6938983527602852	0.6960042187429217	-0.013426970235046132	0.0071388851478537685	0.006654938096864016	0.03433615896423603	-0.03433615896423603	0.0007507022979255096	-0.006654938096864016	0.014317372330684197	0361 L5 ET CTX Glut_2	CS20230722_SUPT_0091	1.04	Anterior cingulate area, ventral part, layer 5	293.0
CS20230722_CLUS_1928	0.7457938029396185	0.7339866215466668	0.7429772128628498	0.7053509186490746	0.7103010754547406	0.702530183501868	0.7399484463690913	0.7290717498356628	0.7334160649333205	0.7324393041384972	0.7316888466096113	0.7333954676189846	-0.002617096773948502	0.010876696533428487	0.002297774937055519	-0.02138777115487067	0.02138777115487067	0.0007504575288859172	-0.002297774937055519	0.011807181392951671	1928 DMH Hmx2 Gaba_2	CS20230722_SUPT_0488	1.08	Hypothalamus	46.0
CS20230722_CLUS_3456	0.7509713612733233	0.7404559155983466	0.7490825097308589	0.7161955294872415	0.7209623244535729	0.7139670446486376	0.747279749612365	0.7367747297809484	0.7405369416269617	0.7367479020478348	0.7359977846932827	0.7389902910447999	0.0007769450876656814	0.010505019831416607	0.004458130905063862	-0.015035460239709808	0.015035460239709808	0.0007501173545521045	-0.004458130905063862	0.010515445674976753	3456 PAG-PPN Pax5 Sox21 Gaba_3	CS20230722_SUPT_0804	1.5	Pedunculopontine nucleus	29.0
CS20230722_CLUS_2396	0.7369122049782136	0.7268021765788597	0.7358558949935073	0.6968743119737866	0.7027389865659108	0.6947970537388409	0.7362143303920091	0.7260935299765129	0.7297764367764422	0.7252527212980124	0.7245030816279346	0.7272225035551797	0.001590448348578244	0.010120800415496234	0.0022990949509250624	-0.021764095062023814	0.021764095062023814	0.0007496396700777952	-0.0022990949509250624	0.010110028399353932	2396 PH-ant-LHA Otp Bsx Glut_2	CS20230722_SUPT_0592	1.0	Lateral hypothalamic area	17.0
CS20230722_CLUS_4073	0.7591671440922817	0.7508184023145225	0.7595325526903666	0.7273014603773196	0.7332730120326763	0.7265453519470779	0.7566660225990853	0.7466619488559187	0.751019580178536	0.7517250352835639	0.7509754738505718	0.7547588752101577	-0.004313524994653095	0.010004073743166586	-0.00015707153604938018	-0.017702461817895587	0.017702461817895587	0.0007495614329920963	0.00015707153604938018	0.008348741777759239	4073 PB Evx2 Glut_7	CS20230722_SUPT_0920	1.17	Parabrachial nucleus	23.0
CS20230722_CLUS_1325	0.7486879466833793	0.7350740202819199	0.7462531737439548	0.7144138833852566	0.7189848221500502	0.712275432430853	0.7358146857065576	0.7241155933780694	0.7286194624230345	0.7269756075824374	0.7262260838309595	0.7293188364880017	-0.0021104904528901347	0.011699092328488203	0.00884793645096038	-0.007241261680909328	0.007241261680909328	0.0007495237514778541	-0.00884793645096038	0.01361392640145942	1325 SI-MA-ACB Ebf1 Bnc2 Gaba_3	CS20230722_SUPT_0366	0.69	Substantia innominata	33.0
CS20230722_CLUS_3005	0.7307299147397427	0.7172645401071863	0.7267344523173616	0.7004375414513724	0.7038603910564152	0.6984469998311978	0.7219258562090171	0.7106587957137136	0.7156095623342242	0.7141031511842019	0.7133543326643199	0.7163201152599118	-0.0026955369506063143	0.01126706049530346	0.003910207442866409	-0.009493941607904732	0.009493941607904732	0.0007488185198819552	-0.003910207442866409	0.01346537463255637	3005 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12	CS20230722_SUPT_0729	1.08	Posterior hypothalamic nucleus	8.0
CS20230722_CLUS_0880	0.7459347932846663	0.7361027302219058	0.7446613626657302	0.7112243100406844	0.7165783693139335	0.7094452413765856	0.7369777045803824	0.7281173203641153	0.7318305807436605	0.7281058603390558	0.7273593304687588	0.7289443153509131	0.0007579898953564701	0.008860384216267114	0.008743399753146974	-0.010780961154825297	0.010780961154825297	0.0007465298702969969	-0.008743399753146974	0.009832063062760521	0880 NDB-SI-MA-STRv Lhx8 Gaba_3	CS20230722_SUPT_0246	0.75	Diagonal band nucleus	40.0
CS20230722_CLUS_1034	0.7355386543755331	0.7214493419960315	0.7353797139113406	0.7258727636173907	0.7277184529365545	0.7281069745895191	0.7116456101470663	0.7034940434672173	0.7092898782748497	0.7152951007004187	0.7145501947319075	0.7179742970918633	-0.011056151264690173	0.008151566679848954	0.006899147264123995	0.013168258204646954	-0.013168258204646954	0.0007449059685111781	-0.006899147264123995	0.014089312379501617	1034 NDB-SI-ant Prdm12 Gaba_1	CS20230722_SUPT_0295	0.92	Lateral septal nucleus, rostral (rostroventral) part	17.0
CS20230722_CLUS_4477	0.7231196669288685	0.7099598742804522	0.7193211822254746	0.6909808981418382	0.6946962127844618	0.6881837308883971	0.7175100405571261	0.7063815736915781	0.7105960650591214	0.7060026918800316	0.705258482679741	0.7091528445250311	0.0011230910118370518	0.011128466865548026	0.004701391600711147	-0.010562269895279197	0.010562269895279197	0.0007442092002906131	-0.004701391600711147	0.01315979264841638	4477 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	CS20230722_SUPT_0992	0.54	Medial vestibular nucleus	43.0
CS20230722_CLUS_4100	0.7402289803037049	0.7287807593950513	0.7375948175495536	0.7004296035344912	0.7055341269787478	0.6980108001682296	0.7396122153962467	0.7281619416803504	0.732406359663347	0.7262631422127812	0.7255204333762665	0.72840817590563	0.0026415083040839393	0.011450273715896242	0.003260326018784787	-0.01998630639751864	0.01998630639751864	0.0007427088365147272	-0.003260326018784787	0.011448220908653606	4100 PCG-PRNr Vsx2 Nkx6-1 Glut_1	CS20230722_SUPT_0925	0.96	Pontine reticular nucleus, caudal part	96.0
CS20230722_CLUS_2030	0.7540848453233135	0.7440289646938817	0.7534353868325923	0.7590244251468904	0.7620199349177302	0.7599334390774667	0.7294387310444451	0.724376300793943	0.7283591357611663	0.7389498369329369	0.7382079727458128	0.7406945529204852	-0.01383167195186985	0.005062430250502126	0.005820991948068843	0.02381196217191739	-0.02381196217191739	0.000741864187124075	-0.005820991948068843	0.010055880629431857	2030 COAa-PAA-MEA Barhl2 Glut_3	CS20230722_SUPT_0511	0.72	Medial amygdalar nucleus	72.0
CS20230722_CLUS_3686	0.7317978654895554	0.7188028051127533	0.7288162921875118	0.6927380309413761	0.697159198931226	0.6899895410514032	0.7271721313701998	0.7158357676061652	0.7206332105805565	0.7139781767678592	0.7132365949763597	0.7156551681552378	0.0025991726298054685	0.011336363764034574	0.005566210136393579	-0.016077396045133696	0.016077396045133696	0.0007415817914995237	-0.005566210136393579	0.012995060376802092	3686 SC-PAG Lef1 Emx2 Gaba_2	CS20230722_SUPT_0844	0.89	Superior colliculus, motor related, intermediate white layer	61.0
CS20230722_CLUS_3503	0.7233228994043212	0.7105148357425753	0.721202413050931	0.6843004988326512	0.6886428381675319	0.681674282543495	0.7171643101027178	0.7050137776369603	0.7102568851598332	0.7048638148150043	0.7041228884957931	0.7076297288314756	0.0008908891411671949	0.01215053246575748	0.00639194724678227	-0.015480050328261163	0.015480050328261163	0.0007409263192111881	-0.00639194724678227	0.012808063661745805	3503 IC Six3 En2 Gaba_6	CS20230722_SUPT_0812	1.27	Periaqueductal gray	9.0
CS20230722_CLUS_2985	0.7376167313538362	0.7249542337739798	0.7347090835965816	0.714371460114154	0.7186017257743158	0.7128625857472922	0.7253354953412487	0.7153582837710067	0.7192879433653034	0.7225217068897025	0.7217831003934838	0.7255189755820906	-0.00642481662247707	0.009977211570242006	0.0031711333804960162	-0.0031813746191680092	0.0031813746191680092	0.0007386064962187078	-0.0031711333804960162	0.01266249757985638	2985 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7	CS20230722_SUPT_0724	3.35	Ventral posterolateral nucleus of the thalamus, parvicellular part	16.0
CS20230722_CLUS_2563	0.7424089218710472	0.7323665694172004	0.7414595834733537	0.7126077561867497	0.7172346230308395	0.7113018876596024	0.7388668409173322	0.7288555040770559	0.7327852401862771	0.7315066011859058	0.730768451535619	0.7334041301336423	-0.0019129474585630746	0.01001133684027633	0.0015981178815813735	-0.013533828504779466	0.013533828504779466	0.0007381496502868456	-0.0015981178815813735	0.010042352453846881	2563 PH-SUM Foxa1 Glut_6	CS20230722_SUPT_0627	2.23	Posterior hypothalamic nucleus	64.0
CS20230722_CLUS_4729	0.7139181821207262	0.7005596484616485	0.7101532541599646	0.6772380296964514	0.6811975503507212	0.6733744987594033	0.7052262320393141	0.6936145400056357	0.6983975076759622	0.6936968723499771	0.6929600938096295	0.6964107886609091	0.0006544461960061865	0.0116116920336784	0.007599554652019003	-0.01176254345890837	0.01176254345890837	0.0007367785403475935	-0.007599554652019003	0.013358533659077687	4729 NI-RPO Gata3 Nr4a2 Gaba_3	CS20230722_SUPT_1054	1.63	Nucleus incertus	17.0
CS20230722_CLUS_2551	0.7386097599813451	0.7286329053705572	0.7376252356946744	0.705026994507846	0.7104997758959789	0.7032969166723274	0.7350537924684248	0.72451784020962	0.7284150838276879	0.7283669886837445	0.7276302139521196	0.7310782642299081	-0.003112373742499619	0.010535952258804882	0.0010026914184376734	-0.017130438056140673	0.017130438056140673	0.0007367747316249229	-0.0010026914184376734	0.0099768546107879	2551 PH-SUM Foxa1 Glut_4	CS20230722_SUPT_0625	2.85	Supramammillary nucleus	51.0
CS20230722_CLUS_1950	0.7203655516964904	0.7102169957675593	0.7206348026606322	0.6784589344643192	0.6835364826675869	0.6770633515381542	0.7166190510651247	0.7069303292652817	0.7116537458213086	0.7081946750568706	0.7074580334506431	0.7110323023855719	-0.0005277041853614106	0.009688721799843036	0.0027589623169161914	-0.023921550783056134	0.023921550783056134	0.0007366416062275505	-0.0027589623169161914	0.010148555928931158	1950 DMH Hmx2 Gaba_4	CS20230722_SUPT_0490	1.94	Hypothalamus	3.0
CS20230722_CLUS_0326	0.6998877712152887	0.6829965707183502	0.6943426963765791	0.7100760742512585	0.7074348421724399	0.7083837252600348	0.673613260651581	0.6644055686855603	0.668531909621602	0.6783292573608615	0.677593071960534	0.6797158175791207	-0.013187503274973644	0.00920769196602067	0.005403498757816205	0.029841770211905927	-0.029841770211905927	0.0007361854003274937	-0.005403498757816205	0.016891200496938485	0326 L2 IT PPP-APr Glut_3	CS20230722_SUPT_0082	1.5	Postsubiculum	72.0
CS20230722_CLUS_3614	0.7328121778796344	0.7190268614740706	0.7298507857040445	0.695434641982039	0.6991032486355746	0.6928463088790063	0.726852011250964	0.7145758591424527	0.7192923047814765	0.7144784588248734	0.7137435065037498	0.7170558993442155	0.000832352638702849	0.012276152108511296	0.0052833549703207305	-0.014640257868175244	0.014640257868175244	0.0007349523211235276	-0.0052833549703207305	0.013785316405563797	3614 PRT Tcf7l2 Gaba_3	CS20230722_SUPT_0831	1.38	Midbrain	39.0
CS20230722_CLUS_2352	0.7479254934864599	0.7371573425576209	0.7470879506454319	0.7098010288425819	0.7150326850824658	0.7078085215138846	0.7465035794013389	0.7352034611839726	0.7394190836412429	0.7356579466614949	0.7349236034399115	0.7377633994051769	0.0002798577440611405	0.011300118217366317	0.00223373911770941	-0.01989091835744572	0.01989091835744572	0.0007343432215833889	-0.00223373911770941	0.010768150928838982	2352 AHN-RCH-LHA Otp Fezf1 Glut_3	CS20230722_SUPT_0581	2.7	Hypothalamus	16.0
CS20230722_CLUS_4235	0.7371196616870532	0.7248442636124265	0.7339225251837027	0.6979670732030069	0.7030216113295367	0.6958961508462755	0.7363382685956642	0.725232060810192	0.7295110792102824	0.726376097131579	0.7256434145944877	0.7290130602637955	-0.00041135378429568714	0.011106207785472222	-0.0007991509820611808	-0.022621803264951	0.022621803264951	0.0007326825370913559	0.0007991509820611808	0.012275398074626742	4235 NTS Phox2b Glut_1	CS20230722_SUPT_0959	1.0		
CS20230722_CLUS_2481	0.7257912833522885	0.7158977900158717	0.725097327470147	0.6915076100897467	0.6974004692704276	0.6900950854154075	0.7230245100128163	0.7128158603521964	0.7166177761252956	0.7149166103404979	0.7141840148298021	0.7168348081754832	-0.001368154477605743	0.010208649660619962	0.0017137751860696326	-0.016783545559374446	0.016783545559374446	0.0007325955106958215	-0.0017137751860696326	0.009893493336416759	2481 PH Pitx2 Glut_1	CS20230722_SUPT_0610	1.78	Posterior hypothalamic nucleus	30.0
CS20230722_CLUS_4388	0.7352368197272972	0.72474311098439	0.733621544734416	0.6998332713583555	0.7049389895797035	0.6982306846320532	0.732037360735747	0.721432008940465	0.7257618443188969	0.7221943270460217	0.7214628775739538	0.7246381373081293	-3.086863348877866e-05	0.010605351795281992	0.003280233410436262	-0.016523887994250308	0.016523887994250308	0.0007314494720679354	-0.003280233410436262	0.010493708742907115	4388 PGRN-PARN-MDRN Hoxb5 Glut_6	CS20230722_SUPT_0978	2.03	Parvicellular reticular nucleus	13.0
CS20230722_CLUS_1828	0.7362951975521348	0.7217248063878406	0.7330986416479048	0.697692766355021	0.7006247082912243	0.6952586232995718	0.7319168204884005	0.7200448250466234	0.7253785212503744	0.7170038324137024	0.7162724719847511	0.72064763269645	0.003772353061872291	0.011871995441777083	0.005452334403089565	-0.01564776369352683	0.01564776369352683	0.0007313604289512776	-0.005452334403089565	0.01457039116429415	1828 PVHd-DMH Lhx6 Gaba_2	CS20230722_SUPT_0475	1.04	Hypothalamus	8.0
CS20230722_CLUS_1015	0.7218742115493221	0.7043932386427433	0.7175323760781896	0.7178001183896229	0.7181780192623302	0.7166740693368154	0.6919028777709527	0.6822521143322173	0.6872524182213476	0.6987915955650856	0.6980614838553216	0.7017405759972957	-0.0158093695231043	0.009650763438735388	0.006331754787421651	0.02011653540700853	-0.02011653540700853	0.0007301117097640031	-0.006331754787421651	0.017480972906578796	1015 STR-PAL Chst9 Gaba_5	CS20230722_SUPT_0289	1.38	Basolateral amygdalar nucleus, anterior part	74.0
CS20230722_CLUS_3021	0.7151749263610735	0.7005546389939237	0.70939109487827	0.6851634927228885	0.688837542999634	0.6822923443083425	0.7079629834778616	0.6967091441495367	0.7010230482006983	0.6967318885232608	0.6960021891412869	0.6986579762174843	0.0007069550082497988	0.01125383932832491	0.0045524498526368085	-0.007164646141652908	0.007164646141652908	0.0007296993819739805	-0.0045524498526368085	0.01462028736714982	3021 PAG-SC Pou4f1 Zic1 Glut_2	CS20230722_SUPT_0731	1.0	Superior colliculus, motor related, intermediate gray layer	66.0
CS20230722_CLUS_2824	0.7461817467798573	0.7352382115087637	0.743271154736353	0.7092373439669292	0.7143452773074098	0.7069460510571683	0.7428229980664841	0.7318846219405647	0.7349472401432955	0.7334623026740941	0.7327335436752852	0.7347220219966117	-0.0008489217347205091	0.010938376125919413	0.002504667833478469	-0.018388266367875383	0.018388266367875383	0.000728758998808865	-0.002504667833478469	0.010943535271093596	2824 CUN Evx2 Lhx2 Glut_2	CS20230722_SUPT_0698	0.72	Periaqueductal gray	73.0
CS20230722_CLUS_1988	0.7382696780074556	0.7239880168090181	0.7339199233470529	0.7047175657653078	0.7078163388120218	0.7012661416841893	0.7269704802382344	0.7154058251246863	0.7197097886718755	0.7160396038358227	0.7153110282076346	0.718337161160096	9.479691705172044e-05	0.011564655113548095	0.00867698860138355	-0.007494689395612819	0.007494689395612819	0.0007285756281880662	-0.00867698860138355	0.014281661198437434	1988 LGv-ZI Otx2 Gaba_5	CS20230722_SUPT_0500	1.27	auditory radiation	10.0
CS20230722_CLUS_2252	0.7688208285907446	0.7596501745676252	0.7676443409037194	0.7299357486969128	0.7362601811857512	0.7279088411900303	0.7645813893186213	0.7544772367739291	0.7564964697253317	0.7573585231418969	0.756630366696736	0.7576977891474957	-0.002153129922806918	0.010104152544692213	0.0030198078708891796	-0.020370185510984795	0.020370185510984795	0.000728156445160888	-0.0030198078708891796	0.009170654023119451	2252 MPN-MPO-PVpo Hmx2 Glut_4	CS20230722_SUPT_0549	2.12	Medial preoptic nucleus	56.0
CS20230722_CLUS_1393	0.7210483546462008	0.7059983051441466	0.7176585372348823	0.7178985581543703	0.7181999589547038	0.7167680760913897	0.6930660774667681	0.6846136670333426	0.6891339018477407	0.7025993055369387	0.7018717476124972	0.7046457791535009	-0.017258080579154567	0.008452410433425483	0.004126557531649477	0.016328211342206633	-0.016328211342206633	0.0007275579244415686	-0.004126557531649477	0.01505004950205413	1393 CEA-BST Ebf1 Pdyn Gaba_3	CS20230722_SUPT_0386	1.38	Central amygdalar nucleus, capsular part	74.0
CS20230722_CLUS_1417	0.7586881693870146	0.7467884996627391	0.7553011894447016	0.7280411992054304	0.7330955721988024	0.7249311408886581	0.7447247755589629	0.7349601999246954	0.7377501527777235	0.7384844024453602	0.7377578100774533	0.7391929202327813	-0.0027976101527579234	0.00976457563426747	0.009030689585285745	-0.004662237878650943	0.004662237878650943	0.000726592367906842	-0.009030689585285745	0.011899669724275475	1417 BST-SI-AAA Six3 Slc22a3 Gaba_2	CS20230722_SUPT_0395	1.33	Anterior amygdalar area	26.0
CS20230722_CLUS_0110	0.7034418297102788	0.6878213865970104	0.6999354127100622	0.731014259506077	0.7272693970451443	0.7326943252955218	0.6714606572598946	0.6647278634882974	0.6694393457970439	0.6819764208643389	0.6812510875500776	0.6845841728444468	-0.016523224061780195	0.00673279377159719	0.006570299046932848	0.04601830949506669	-0.04601830949506669	0.0007253333142612783	-0.006570299046932848	0.015620443113268379	0110 L2/3 IT CTX Glut_2	CS20230722_SUPT_0030	2.33	Primary visual area, layer 2/3	1247.0
CS20230722_CLUS_3602	0.7536709191724668	0.7448679365707019	0.7531418054216897	0.714381341424376	0.7200409469754845	0.7121416474452623	0.7503474789450609	0.7403628895031191	0.7436941226982247	0.7395609742706224	0.7388359330662002	0.7416832173709349	0.0015269564369189137	0.009984589441941805	0.006032003504501726	-0.018794986090715726	0.018794986090715726	0.0007250412044221832	-0.006032003504501726	0.00880298260176482	3602 PRT Tcf7l2 Gaba_1	CS20230722_SUPT_0829	0.54	Periaqueductal gray	33.0
CS20230722_CLUS_2353	0.7455821157895879	0.7345659835564206	0.7447562273450054	0.7103439340933808	0.715457742188823	0.7087599389864349	0.7427360338738993	0.7318910129789309	0.7361163853518538	0.7333663105919779	0.7326419980031535	0.7355483924960948	-0.0007509850242226612	0.010845020894968416	0.0019239855532670047	-0.017184255814330585	0.017184255814330585	0.0007243125888243274	-0.0019239855532670047	0.01101613223316733	2353 AHN-RCH-LHA Otp Fezf1 Glut_3	CS20230722_SUPT_0581	3.55	Anterior hypothalamic nucleus	53.0
CS20230722_CLUS_2158	0.7290686313790475	0.7168203757621877	0.7268015175499054	0.6975042559685042	0.7015918971108102	0.695193733773951	0.7228896175276913	0.7108911529973274	0.7167335349770425	0.7107445716213964	0.7100205496276384	0.7131414668484071	0.000870603369689027	0.011998464530363906	0.006799826134549325	-0.008428652516828228	0.008428652516828228	0.0007240219937579839	-0.006799826134549325	0.012248255616859827	2158 SI-MA-LPO-LHA Skor1 Glut_3	CS20230722_SUPT_0532	2.33	Lateral hypothalamic area	34.0
CS20230722_CLUS_5052	0.7436249115869243	0.7320435672470831	0.7410789016542763	0.7138221459435259	0.7177806996166097	0.7112387173153594	0.7332931749653965	0.722391781771061	0.7263072240502367	0.7269579182066362	0.7262340828214915	0.7280342825814863	-0.0038423010504304855	0.010901393194335474	0.005809484425591593	-0.00845338320488176	0.00845338320488176	0.0007238353851447554	-0.005809484425591593	0.01158134433984126	5052 PARN-MDRNd-NTS Gbx2 Gly-Gaba_5	CS20230722_SUPT_1124	1.17	Spinal nucleus of the trigeminal, interpolar part	1.0
CS20230722_CLUS_1633	0.7531215259337102	0.7419452503858447	0.7515221331330684	0.7237835793287546	0.7277348052045789	0.722096467576934	0.7371848371319171	0.7277516374229412	0.7308936177285394	0.7349222692820627	0.7341987853077265	0.7367218155347522	-0.006447147884785287	0.009433199708975826	0.007746465078118159	-0.006463980103147637	0.006463980103147637	0.000723483974336192	-0.007746465078118159	0.011176275547865488	1633 PVHd-SBPV Six3 Prox1 Gaba_2	CS20230722_SUPT_0443	4.26	Anterior hypothalamic nucleus	16.0
CS20230722_CLUS_2395	0.743371122247109	0.7357116543540041	0.7447859240242077	0.7047182553103866	0.7115780587679876	0.7036885003395013	0.7455087297777558	0.7362346372580203	0.740356985788917	0.7381385297850069	0.7374158062622392	0.7408280356776062	-0.0011811690042189404	0.009274092519735544	-0.0017041519082351408	-0.025837747494251606	0.025837747494251606	0.0007227235227676987	0.0017041519082351408	0.007659467893104899	2395 PH-ant-LHA Otp Bsx Glut_2	CS20230722_SUPT_0592	1.44	Hypothalamus	7.0
CS20230722_CLUS_2106	0.7313415365905045	0.720951776122191	0.7292240118385317	0.6957231244285594	0.7009446785179108	0.6932550156726736	0.7301631064936362	0.7199448347502744	0.7236882285704765	0.7219383683786779	0.721219049232118	0.7229575418020716	-0.0012742144818436163	0.010218271743361873	-0.00026727310992702424	-0.020274370714207235	0.020274370714207235	0.0007193191465598714	0.00026727310992702424	0.010389760468313525	2106 LHA Barhl2 Glut_2	CS20230722_SUPT_0525	1.7	Hypothalamus	49.0
CS20230722_CLUS_1647	0.752486945503635	0.7398738973189007	0.7499829316500554	0.7146442108992807	0.7190268827491086	0.7116170434004935	0.7428532832745248	0.7321033017047107	0.7359284308714447	0.7347433885420613	0.7340242614040136	0.7366722771584936	-0.0019209596993028377	0.010749981569814104	0.005849635914887186	-0.014997378654904914	0.014997378654904914	0.0007191271380477815	-0.005849635914887186	0.012613048184734299	1647 AHN-SBPV-PVHd Pdrm12 Gaba_1	CS20230722_SUPT_0446	2.12	Anterior hypothalamic nucleus	43.0
CS20230722_CLUS_4158	0.735611887894028	0.7247568008625895	0.7356310549474585	0.705576787033802	0.7105703103748261	0.7051581680159643	0.7299813203196452	0.7195406721687885	0.7241365193634997	0.7247592662426342	0.7240402001301265	0.7283904115008222	-0.004499527961338012	0.010440648150856768	0.0007166007324630463	-0.01346988975530039	0.01346988975530039	0.0007190661125077158	-0.0007166007324630463	0.010855087031438448	4158 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	CS20230722_SUPT_0943	0.96	Parabrachial nucleus	23.0
CS20230722_CLUS_1229	0.7651644539571608	0.7523100216450651	0.7634153500377893	0.757716565238864	0.7606123628979631	0.7580290966630009	0.737358656706651	0.7297550840961154	0.7335785191944207	0.7426293181454272	0.7419106173532226	0.7438982368577355	-0.012155533257107165	0.007603572610535569	0.010399404291842496	0.018701745544740467	-0.018701745544740467	0.0007187007922045963	-0.010399404291842496	0.01285443231209571	1229 MEA-BST Sox6 Gaba_8	CS20230722_SUPT_0344	1.63	Medial amygdalar nucleus	27.0
CS20230722_CLUS_3117	0.761374460163774	0.750584105719558	0.7595197224898078	0.7303713417642576	0.7356748179526351	0.7285559449694877	0.7540808817795311	0.7437194316940077	0.7471596741964522	0.7495291838091243	0.7488112936293069	0.7523321022137238	-0.005091861935299202	0.010361450085523471	0.0017728120902511524	-0.013136475676671755	0.013136475676671755	0.000717890179817382	-0.0017728120902511524	0.010790354444215944	3117 PAG Pou4f1 Ebf2 Glut_2	CS20230722_SUPT_0738	0.82	Periaqueductal gray	70.0
CS20230722_CLUS_5018	0.7215740992121247	0.7113736636504591	0.7172571918225434	0.6868632189383794	0.6925696975955861	0.6840752526885501	0.7150746441029563	0.7053944093632407	0.7072293503653777	0.7067372817764404	0.7060197725316903	0.7073388920477199	-0.000625363168449633	0.009680234739715576	0.005353891118768717	-0.013450074936104284	0.013450074936104284	0.0007175092447500031	-0.005353891118768717	0.01020043556166561	5018 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	CS20230722_SUPT_1120	2.7	Parvicellular reticular nucleus	3.0
CS20230722_CLUS_2827	0.7230804350269963	0.7110956242544024	0.7216771873844182	0.6909834653661505	0.6950186583740586	0.6893557880313214	0.7180539781144537	0.7069440587489763	0.712482190462864	0.7093608113801398	0.7086435946208199	0.7125832596203142	-0.0016995358718436826	0.01110991936547745	0.0024520296335824865	-0.01362493624676131	0.01362493624676131	0.0007172167593199053	-0.0024520296335824865	0.011984810772593835	2827 CUN Evx2 Lhx2 Glut_3	CS20230722_SUPT_0699	0.41	Midbrain reticular nucleus	11.0
CS20230722_CLUS_4439	0.7175922117734221	0.7048336052092377	0.7156136771205907	0.6819130262851062	0.6863245344020924	0.6797811833291008	0.7121977393368346	0.7002158952254901	0.7053883929719513	0.7035235481338746	0.7028076143032889	0.7066844841700247	-0.0025917190777987598	0.011981844111344508	0.0020259909059487935	-0.016483079901196462	0.016483079901196462	0.0007159338305857688	-0.0020259909059487935	0.012758606564184483	4439 SPVI-SPVC Tlx3 Ebf3 Glut_5	CS20230722_SUPT_0985	1.27	Nucleus of the solitary tract	6.0
CS20230722_CLUS_3044	0.7481565642691537	0.7375958647651859	0.7476826217441042	0.7124914984327486	0.7176434403475522	0.7111788283948328	0.7449278280599714	0.7341935847190493	0.7389210587180531	0.7367876736627391	0.7360721952849172	0.7405987425409124	-0.0018786105658679109	0.0107342433409221	0.001523669480268719	-0.018428754937364955	0.018428754937364955	0.000715478377821932	-0.001523669480268719	0.010560699503967763	3044 PAG-MRN Tfap2b Glut_1	CS20230722_SUPT_0733	0.82	Periaqueductal gray	15.0
CS20230722_CLUS_1745	0.7374809961518006	0.724745972193242	0.7332484755120795	0.6968355760530216	0.7010739294369883	0.6929282163920916	0.7315201435709221	0.7197817246458074	0.7228767914276766	0.7173597246009956	0.7166447716952358	0.7189372758199005	0.003136952950571592	0.011738418925114735	0.008101200498006222	-0.015570842258247453	0.015570842258247453	0.0007149529057598469	-0.008101200498006222	0.012735023958558633	1745 ZI Pax6 Gaba_4	CS20230722_SUPT_0462	0.75	Zona incerta	30.0
