source_label,level,target_name,n_cells,group_purity,target_purity,f1,mean_boot,median_boot
Granule-mature,cluster,0506 DG Glut_2,49,0.8305084745762712,0.5903614457831325,0.6901408450704225,0.9077551020408162,0.9
Granule-mature,cluster,0507 DG Glut_2,4,0.06779661016949153,0.05555555555555555,0.061068702290076333,0.905,0.905
Granule-mature,cluster,0509 DG Glut_3,5,0.0847457627118644,1.0,0.15625,0.9879999999999999,1.0
Microglia,cluster,5312 Microglia NN_1,39,1.0,1.0,1.0,1.0,1.0
Mossy-Adcyap1,cluster,0297 CA3 Glut_1,1,0.045454545454545456,1.0,0.08695652173913045,0.93,0.93
Mossy-Adcyap1,cluster,0305 CA3 Glut_2,1,0.045454545454545456,1.0,0.08695652173913045,0.99,0.99
Mossy-Adcyap1,cluster,0311 CA3 Glut_3,3,0.13636363636363635,1.0,0.24000000000000002,0.9966666666666667,1.0
Mossy-Adcyap1,cluster,0316 CA3 Glut_5,1,0.045454545454545456,1.0,0.08695652173913045,0.99,0.99
Mossy-Adcyap1,cluster,0317 CA3 Glut_5,15,0.6818181818181818,0.9375,0.7894736842105263,0.9986666666666667,1.0
Mossy-Adcyap1,cluster,0399 CA2-FC-IG Glut_1,1,0.045454545454545456,1.0,0.08695652173913045,1.0,1.0
Mossy-Cyp26b1,cluster,0309 CA3 Glut_3,1,0.03571428571428571,1.0,0.0689655172413793,0.98,0.98
Mossy-Cyp26b1,cluster,0314 CA3 Glut_4,7,0.25,1.0,0.4,0.8985714285714286,0.85
Mossy-Cyp26b1,cluster,0315 CA3 Glut_4,20,0.7142857142857143,1.0,0.8333333333333333,0.99,1.0
Mossy-Klk8,cluster,0317 CA3 Glut_5,1,1.0,0.0625,0.11764705882352941,0.95,0.95
NFOL,cluster,5274 COP NN_1,7,0.875,0.5,0.6363636363636364,0.9971428571428572,1.0
NFOL,cluster,5280 NFOL NN_2,1,0.125,1.0,0.2222222222222222,0.99,0.99
Neuroblast 1,cluster,0512 DG-PIR Ex IMN_2,4,0.2857142857142857,0.08888888888888889,0.13559322033898305,0.9525,0.97
Neuroblast 1,cluster,0513 DG-PIR Ex IMN_2,9,0.6428571428571429,0.75,0.6923076923076924,0.991111111111111,1.0
Neuroblast 1,cluster,0597 OB-STR-CTX Inh IMN_1,1,0.07142857142857142,1.0,0.13333333333333333,0.9,0.9
Neuroblast 2,cluster,0503 DG Glut_1,1,0.011904761904761904,0.5,0.023255813953488372,0.91,0.91
Neuroblast 2,cluster,0512 DG-PIR Ex IMN_2,41,0.4880952380952381,0.9111111111111111,0.6356589147286822,0.9346341463414635,0.94
Neuroblast 2,cluster,0514 DG-PIR Ex IMN_2,16,0.19047619047619047,0.5714285714285714,0.2857142857142857,0.93,0.935
Neuroblast 2,cluster,0515 DG-PIR Ex IMN_2,26,0.30952380952380953,1.0,0.4727272727272727,0.8926923076923077,0.89
OL,cluster,5281 NFOL NN_2,1,0.038461538461538464,1.0,0.07407407407407407,1.0,1.0
OL,cluster,5283 MFOL NN_3,1,0.038461538461538464,1.0,0.07407407407407407,0.99,0.99
OL,cluster,5285 MOL NN_4,16,0.6153846153846154,1.0,0.761904761904762,0.934375,0.95
OL,cluster,5287 MOL NN_4,8,0.3076923076923077,1.0,0.47058823529411764,0.97,0.995
OPC,cluster,5274 COP NN_1,7,1.0,0.5,0.6666666666666666,1.0,1.0
PVM,cluster,5296 VLMC NN_1,1,0.1111111111111111,0.5,0.1818181818181818,0.95,0.95
PVM,cluster,5314 BAM NN_1,8,0.8888888888888888,1.0,0.9411764705882353,0.99875,1.0
Pericytes,cluster,5308 SMC NN_1,5,0.38461538461538464,1.0,0.5555555555555556,0.96,0.99
Pericytes,cluster,5310 Endo NN_1,8,0.6153846153846154,0.17777777777777778,0.27586206896551724,0.99125,0.995
Radial Glia-like,cluster,5219 Astro-TE NN_1,1,1.0,0.021739130434782608,0.042553191489361694,0.99,0.99
VLMC,cluster,5296 VLMC NN_1,1,0.2,0.5,0.28571428571428575,1.0,1.0
VLMC,cluster,5299 VLMC NN_1,1,0.2,1.0,0.33333333333333337,0.98,0.98
VLMC,cluster,5300 VLMC NN_2,3,0.6,1.0,0.7499999999999999,1.0,1.0
nIPC,cluster,0513 DG-PIR Ex IMN_2,3,0.5,0.25,0.3333333333333333,0.9733333333333333,1.0
nIPC,cluster,0598 OB-STR-CTX Inh IMN_1,1,0.16666666666666666,1.0,0.2857142857142857,0.92,0.92
nIPC,cluster,5271 OPC NN_2,2,0.3333333333333333,1.0,0.5,1.0,1.0
