source_label,level,best_target,n_cells,coverage,purity,f1,median_boot
GABA-55-Sncg-Vip,supertype,0187 Sncg Gaba_3,9,0.47368421052631576,0.23684210526315788,0.3157894736842105,0.98
GABA-55-Sncg-Vip,cluster,0672 Sncg Gaba_3,4,0.2857142857142857,0.8,0.4210526315789473,1.0
GABA-56-Sncg-Krt73,class,06 CTX-CGE GABA,52,0.9811320754716981,0.09541284403669725,0.17391304347826086,1.0
GABA-56-Sncg-Krt73,subclass,047 Sncg Gaba,50,0.9433962264150944,0.3875968992248062,0.5494505494505495,1.0
GABA-56-Sncg-Krt73,supertype,0185 Sncg Gaba_1,27,0.48214285714285715,0.6585365853658537,0.5567010309278351,1.0
GABA-56-Sncg-Krt73,cluster,0678 Sncg Gaba_4,18,0.4864864864864865,1.0,0.6545454545454547,1.0
GABA-6-Pax6-Th,class,11 CNU-HYa GABA,109,0.990909090909091,0.07933042212518195,0.14690026954177896,0.97
GABA-6-Pax6-Th,subclass,080 CEA-AAA-BST Six3 Sp9 Gaba,101,0.8632478632478633,0.6644736842105263,0.7509293680297398,1.0
GABA-6-Pax6-Th,supertype,0374 CEA-AAA-BST Six3 Sp9 Gaba_2,45,0.4090909090909091,0.8490566037735849,0.5521472392638037,1.0
GABA-6-Pax6-Th,cluster,1355 CEA-AAA-BST Six3 Sp9 Gaba_2,21,0.2413793103448276,1.0,0.3888888888888889,1.0
GABA-7-Pax6-Cyp26a1,class,11 CNU-HYa GABA,29,0.9666666666666667,0.021106259097525473,0.04131054131054131,0.99
GABA-7-Pax6-Cyp26a1,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,30,0.967741935483871,0.08042895442359249,0.1485148514851485,1.0
GABA-7-Pax6-Cyp26a1,supertype,0369 CEA-BST Six3 Cyp26b1 Gaba_3,20,0.8,0.8695652173913043,0.8333333333333333,0.995
GABA-7-Pax6-Cyp26a1,cluster,1338 CEA-BST Six3 Cyp26b1 Gaba_3,9,0.42857142857142855,1.0,0.6,1.0
GABA-8-Prkcd-Oprk1,class,11 CNU-HYa GABA,108,1.0,0.07860262008733625,0.14574898785425103,1.0
GABA-8-Prkcd-Oprk1,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,104,0.9719626168224299,0.27882037533512066,0.4333333333333334,1.0
GABA-8-Prkcd-Oprk1,supertype,0370 CEA-BST Six3 Cyp26b1 Gaba_4,61,0.6703296703296703,1.0,0.8026315789473685,1.0
GABA-8-Prkcd-Oprk1,cluster,1340 CEA-BST Six3 Cyp26b1 Gaba_4,38,0.5277777777777778,1.0,0.6909090909090909,1.0
GABA-9-Prkcd-Ezr,class,11 CNU-HYa GABA,175,1.0,0.12736535662299855,0.22595222724338282,1.0
GABA-9-Prkcd-Ezr,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,180,1.0,0.48257372654155495,0.650994575045208,1.0
GABA-9-Prkcd-Ezr,supertype,0368 CEA-BST Six3 Cyp26b1 Gaba_2,180,1.0,0.8411214953271028,0.9137055837563453,1.0
GABA-9-Prkcd-Ezr,cluster,1332 CEA-BST Six3 Cyp26b1 Gaba_2,85,0.6296296296296297,0.8415841584158416,0.7203389830508474,1.0
VGLUT1-1-Zic4_Trp73,class,01 IT-ET Glut,14,1.0,0.004101963082332259,0.008170411438576015,0.995
VGLUT1-1-Zic4_Trp73,subclass,014 LA-BLA-BMA-PA Glut,9,0.6923076923076923,0.006101694915254237,0.012096774193548387,1.0
VGLUT1-1-Zic4_Trp73,supertype,0061 LA-BLA-BMA-PA Glut_2,2,0.2,0.007874015748031496,0.015151515151515152,0.985
VGLUT1-1-Zic4_Trp73,cluster,0245 LA-BLA-BMA-PA Glut_5,2,0.2857142857142857,0.010101010101010102,0.01951219512195122,0.94
VGLUT1-10-Ermn_Mpped1,class,01 IT-ET Glut,83,1.0,0.024318781130969823,0.047482837528604126,1.0
VGLUT1-10-Ermn_Mpped1,subclass,014 LA-BLA-BMA-PA Glut,81,0.9759036144578314,0.05491525423728814,0.10397946084724007,1.0
VGLUT1-10-Ermn_Mpped1,supertype,0061 LA-BLA-BMA-PA Glut_2,79,0.9753086419753086,0.3110236220472441,0.4716417910447761,1.0
VGLUT1-10-Ermn_Mpped1,cluster,0230 LA-BLA-BMA-PA Glut_2,72,0.935064935064935,1.0,0.9664429530201343,1.0
VGLUT1-11-Cd36_Calb2,class,01 IT-ET Glut,136,1.0,0.039847641371227656,0.07664130741053818,1.0
VGLUT1-11-Cd36_Calb2,subclass,014 LA-BLA-BMA-PA Glut,126,0.984375,0.08542372881355932,0.1572052401746725,1.0
VGLUT1-11-Cd36_Calb2,supertype,0061 LA-BLA-BMA-PA Glut_2,128,0.9552238805970149,0.5039370078740157,0.6597938144329897,1.0
VGLUT1-11-Cd36_Calb2,cluster,0231 LA-BLA-BMA-PA Glut_2,41,0.43157894736842106,0.9761904761904762,0.5985401459854014,0.97
VGLUT1-12-Gpr101_Grem1,class,01 IT-ET Glut,104,1.0,0.030471725754468208,0.059141313619562125,1.0
VGLUT1-12-Gpr101_Grem1,subclass,014 LA-BLA-BMA-PA Glut,88,0.8979591836734694,0.059661016949152545,0.11188811188811189,1.0
VGLUT1-12-Gpr101_Grem1,supertype,0060 LA-BLA-BMA-PA Glut_1,90,0.8653846153846154,0.41284403669724773,0.5590062111801243,1.0
VGLUT1-12-Gpr101_Grem1,cluster,0223 LA-BLA-BMA-PA Glut_1,38,0.475,0.8837209302325582,0.6178861788617886,1.0
VGLUT1-13-Dcn_C1ql2,class,01 IT-ET Glut,101,1.0,0.02959273366539701,0.05748434832100171,1.0
VGLUT1-13-Dcn_C1ql2,subclass,014 LA-BLA-BMA-PA Glut,96,0.96,0.06508474576271187,0.12190476190476189,1.0
VGLUT1-13-Dcn_C1ql2,supertype,0060 LA-BLA-BMA-PA Glut_1,89,0.9175257731958762,0.40825688073394495,0.5650793650793651,1.0
VGLUT1-13-Dcn_C1ql2,cluster,0229 LA-BLA-BMA-PA Glut_1,35,0.5,1.0,0.6666666666666666,1.0
VGLUT1-14-Cartpt_Fam46a,class,01 IT-ET Glut,16,1.0,0.004687957808379725,0.009332166812481772,1.0
VGLUT1-14-Cartpt_Fam46a,subclass,014 LA-BLA-BMA-PA Glut,12,1.0,0.008135593220338983,0.016139878950907866,1.0
VGLUT1-14-Cartpt_Fam46a,supertype,0061 LA-BLA-BMA-PA Glut_2,4,0.4,0.015748031496062992,0.030303030303030304,1.0
VGLUT1-14-Cartpt_Fam46a,cluster,0232 LA-BLA-BMA-PA Glut_2,3,0.42857142857142855,0.375,0.39999999999999997,1.0
VGLUT1-15-Fmo1_Rxfp3,class,01 IT-ET Glut,104,1.0,0.030471725754468208,0.059141313619562125,1.0
VGLUT1-15-Fmo1_Rxfp3,subclass,014 LA-BLA-BMA-PA Glut,101,0.9901960784313726,0.06847457627118644,0.12809131261889664,1.0
VGLUT1-15-Fmo1_Rxfp3,supertype,0063 LA-BLA-BMA-PA Glut_4,74,0.8222222222222222,0.4457831325301205,0.578125,1.0
VGLUT1-15-Fmo1_Rxfp3,cluster,0241 LA-BLA-BMA-PA Glut_4,29,0.3717948717948718,0.8787878787878788,0.5225225225225225,1.0
VGLUT1-16-Fbln1_Il33,class,01 IT-ET Glut,11,0.5,0.0032229709932610606,0.006404657933042212,1.0
VGLUT1-16-Fbln1_Il33,subclass,037 DG Glut,14,0.6666666666666666,1.0,0.8,1.0
VGLUT1-16-Fbln1_Il33,supertype,0136 DG Glut_1,14,0.5833333333333334,1.0,0.7368421052631579,1.0
VGLUT1-16-Fbln1_Il33,cluster,0502 DG Glut_1,5,0.3333333333333333,1.0,0.5,0.99
VGLUT1-17-Eps8_Cd44,class,01 IT-ET Glut,29,1.0,0.00849692352768825,0.0168506682161534,1.0
VGLUT1-17-Eps8_Cd44,subclass,017 CA3 Glut,24,0.9230769230769231,1.0,0.9600000000000001,1.0
VGLUT1-17-Eps8_Cd44,supertype,0076 CA3 Glut_2,22,0.8461538461538461,0.9565217391304348,0.8979591836734695,1.0
VGLUT1-17-Eps8_Cd44,cluster,0302 CA3 Glut_2,9,0.42857142857142855,1.0,0.6,1.0
VGLUT1-18-Fibcd1_Vit,class,01 IT-ET Glut,24,1.0,0.007031936712569587,0.013965667733488507,1.0
VGLUT1-18-Fibcd1_Vit,subclass,012 MEA Slc17a7 Glut,21,0.9130434782608695,0.026854219948849106,0.052173913043478265,1.0
VGLUT1-18-Fibcd1_Vit,supertype,0055 MEA Slc17a7 Glut_1,21,0.875,0.05357142857142857,0.10096153846153846,1.0
VGLUT1-18-Fibcd1_Vit,cluster,0192 MEA Slc17a7 Glut_1,20,0.8695652173913043,0.5,0.634920634920635,1.0
VGLUT1-19-Car12_Celsr1,class,01 IT-ET Glut,294,1.0,0.08614122472897744,0.15861882924197462,1.0
VGLUT1-19-Car12_Celsr1,subclass,012 MEA Slc17a7 Glut,268,0.9745454545454545,0.34271099744245526,0.5070955534531694,1.0
VGLUT1-19-Car12_Celsr1,supertype,0055 MEA Slc17a7 Glut_1,280,0.9523809523809523,0.7142857142857143,0.8163265306122449,1.0
VGLUT1-19-Car12_Celsr1,cluster,0193 MEA Slc17a7 Glut_1,85,0.38461538461538464,0.9770114942528736,0.551948051948052,1.0
VGLUT1-2-Rspo2_Sema3e,class,01 IT-ET Glut,371,1.0,0.10870202168180486,0.19608879492600423,1.0
VGLUT1-2-Rspo2_Sema3e,subclass,014 LA-BLA-BMA-PA Glut,369,1.0,0.2501694915254237,0.4002169197396963,1.0
VGLUT1-2-Rspo2_Sema3e,supertype,0064 LA-BLA-BMA-PA Glut_5,316,0.9239766081871345,0.8657534246575342,0.8939179632248939,1.0
VGLUT1-2-Rspo2_Sema3e,cluster,0245 LA-BLA-BMA-PA Glut_5,191,0.7318007662835249,0.9646464646464646,0.8322440087145969,1.0
VGLUT1-20-Trh_Mdga1,class,01 IT-ET Glut,13,1.0,0.003808965719308526,0.0075890251021599525,1.0
VGLUT1-20-Trh_Mdga1,subclass,012 MEA Slc17a7 Glut,9,0.9,0.011508951406649617,0.022727272727272728,0.96
VGLUT1-20-Trh_Mdga1,supertype,0055 MEA Slc17a7 Glut_1,9,0.6923076923076923,0.02295918367346939,0.044444444444444446,1.0
VGLUT1-20-Trh_Mdga1,cluster,0198 MEA Slc17a7 Glut_1,9,0.9,0.25,0.391304347826087,1.0
VGLUT1-21-Trh_Rxfp1,class,01 IT-ET Glut,230,1.0,0.06738939349545854,0.1262695580565468,1.0
VGLUT1-21-Trh_Rxfp1,subclass,013 COAp Grxcr2 Glut,225,1.0,0.43186180422264875,0.6032171581769437,1.0
VGLUT1-21-Trh_Rxfp1,supertype,0059 COAp Grxcr2 Glut_2,225,0.9868421052631579,0.43186180422264875,0.6008010680907878,1.0
VGLUT1-21-Trh_Rxfp1,cluster,0217 COAp Grxcr2 Glut_2,113,0.5916230366492147,0.5678391959798995,0.5794871794871795,1.0
VGLUT1-22-Trh_Medag,class,01 IT-ET Glut,252,1.0,0.07383533548198067,0.13751705320600272,1.0
VGLUT1-22-Trh_Medag,subclass,013 COAp Grxcr2 Glut,245,0.9919028340080972,0.47024952015355087,0.6380208333333333,1.0
VGLUT1-22-Trh_Medag,supertype,0059 COAp Grxcr2 Glut_2,241,0.9836734693877551,0.46257197696737046,0.6292428198433421,1.0
VGLUT1-22-Trh_Medag,cluster,0217 COAp Grxcr2 Glut_2,77,0.4666666666666667,0.3869346733668342,0.4230769230769231,1.0
VGLUT1-23-Trh_Kit,class,01 IT-ET Glut,181,1.0,0.05303252270729564,0.10072342793544797,1.0
VGLUT1-23-Trh_Kit,subclass,012 MEA Slc17a7 Glut,144,0.9113924050632911,0.18414322250639387,0.30638297872340425,1.0
VGLUT1-23-Trh_Kit,supertype,0057 MEA Slc17a7 Glut_3,97,0.6298701298701299,0.3911290322580645,0.48258706467661694,1.0
VGLUT1-23-Trh_Kit,cluster,0214 MEA Slc17a7 Glut_3,85,0.68,0.9883720930232558,0.8056872037914692,1.0
VGLUT1-24-Trh_Slc23a3,class,01 IT-ET Glut,11,1.0,0.0032229709932610606,0.006425233644859814,1.0
VGLUT1-24-Trh_Slc23a3,subclass,013 COAp Grxcr2 Glut,10,1.0,0.019193857965451054,0.03766478342749528,1.0
VGLUT1-24-Trh_Slc23a3,supertype,0059 COAp Grxcr2 Glut_2,10,0.9090909090909091,0.019193857965451054,0.037593984962406006,1.0
VGLUT1-24-Trh_Slc23a3,cluster,0217 COAp Grxcr2 Glut_2,4,0.5,0.020100502512562814,0.03864734299516909,0.99
VGLUT1-25-Plcxd3_Reln,class,01 IT-ET Glut,232,1.0,0.067975388221506,0.12729766803840878,1.0
VGLUT1-25-Plcxd3_Reln,subclass,012 MEA Slc17a7 Glut,164,0.8631578947368421,0.20971867007672634,0.33744855967078186,1.0
VGLUT1-25-Plcxd3_Reln,supertype,0057 MEA Slc17a7 Glut_3,136,0.6538461538461539,0.5483870967741935,0.5964912280701755,1.0
VGLUT1-25-Plcxd3_Reln,cluster,0213 MEA Slc17a7 Glut_3,126,0.7636363636363637,0.9402985074626866,0.8428093645484951,1.0
VGLUT1-26-Tac1_Igfbp5,class,01 IT-ET Glut,27,1.0,0.007910928801640784,0.01569767441860465,1.0
VGLUT1-26-Tac1_Igfbp5,subclass,012 MEA Slc17a7 Glut,24,0.8888888888888888,0.030690537084398978,0.059332509270704575,1.0
VGLUT1-26-Tac1_Igfbp5,supertype,0056 MEA Slc17a7 Glut_2,14,0.5185185185185185,0.07526881720430108,0.13145539906103287,1.0
VGLUT1-26-Tac1_Igfbp5,cluster,0211 MEA Slc17a7 Glut_2,5,0.3125,1.0,0.47619047619047616,0.98
VGLUT1-27-Oasl2_Ifit1,class,01 IT-ET Glut,23,1.0,0.006738939349545854,0.013387660069848662,1.0
VGLUT1-27-Oasl2_Ifit1,subclass,012 MEA Slc17a7 Glut,12,0.5217391304347826,0.015345268542199489,0.029813664596273288,1.0
VGLUT1-27-Oasl2_Ifit1,supertype,0055 MEA Slc17a7 Glut_1,10,0.5,0.025510204081632654,0.048543689320388356,1.0
VGLUT1-27-Oasl2_Ifit1,cluster,0196 MEA Slc17a7 Glut_1,2,0.25,0.0625,0.1,0.9550000000000001
VGLUT1-28-Grp_Cpne8,class,01 IT-ET Glut,261,1.0,0.07647231174919426,0.14207947740881874,1.0
VGLUT1-28-Grp_Cpne8,subclass,014 LA-BLA-BMA-PA Glut,256,0.9961089494163424,0.17355932203389832,0.29561200923787534,1.0
VGLUT1-28-Grp_Cpne8,supertype,0062 LA-BLA-BMA-PA Glut_3,241,0.9796747967479674,0.8169491525423729,0.8909426987060998,1.0
VGLUT1-28-Grp_Cpne8,cluster,0237 LA-BLA-BMA-PA Glut_3,55,0.3416149068322981,0.9649122807017544,0.5045871559633027,0.95
VGLUT1-29-St8sia2_Cald1,class,01 IT-ET Glut,22,1.0,0.006445941986522121,0.012809315866084425,1.0
VGLUT1-29-St8sia2_Cald1,subclass,014 LA-BLA-BMA-PA Glut,12,0.8,0.008135593220338983,0.016107382550335572,0.97
VGLUT1-29-St8sia2_Cald1,supertype,0062 LA-BLA-BMA-PA Glut_3,9,0.4090909090909091,0.030508474576271188,0.056782334384858045,0.98
VGLUT1-29-St8sia2_Cald1,cluster,0236 LA-BLA-BMA-PA Glut_3,8,0.5333333333333333,0.17777777777777778,0.26666666666666666,1.0
VGLUT1-3-Sema5a_Dcn,class,01 IT-ET Glut,79,1.0,0.02314679167887489,0.0452462772050401,1.0
VGLUT1-3-Sema5a_Dcn,subclass,014 LA-BLA-BMA-PA Glut,79,1.0,0.05355932203389831,0.10167310167310167,1.0
VGLUT1-3-Sema5a_Dcn,supertype,0065 LA-BLA-BMA-PA Glut_6,35,0.6140350877192983,0.4794520547945205,0.5384615384615384,0.96
VGLUT1-3-Sema5a_Dcn,cluster,0249 LA-BLA-BMA-PA Glut_6,18,0.375,0.8181818181818182,0.5142857142857142,1.0
VGLUT1-30-Gsg1l_Prox1,class,01 IT-ET Glut,17,1.0,0.004980955171403457,0.009912536443148687,1.0
VGLUT1-30-Gsg1l_Prox1,subclass,009 L2/3 IT PIR-ENTl Glut,9,0.75,0.05521472392638037,0.10285714285714284,0.98
VGLUT1-30-Gsg1l_Prox1,supertype,0039 L2/3 IT PIR-ENTl Glut_1,12,0.7058823529411765,0.15384615384615385,0.25263157894736843,1.0
VGLUT1-30-Gsg1l_Prox1,cluster,0141 L2/3 IT PIR-ENTl Glut_1,6,0.6,0.42857142857142855,0.5,1.0
VGLUT1-31-Igfn1_Ndst4,class,01 IT-ET Glut,139,1.0,0.04072663346029886,0.07826576576576577,1.0
VGLUT1-31-Igfn1_Ndst4,subclass,009 L2/3 IT PIR-ENTl Glut,108,0.9,0.6625766871165644,0.7632508833922261,1.0
VGLUT1-31-Igfn1_Ndst4,supertype,0039 L2/3 IT PIR-ENTl Glut_1,43,0.44329896907216493,0.5512820512820513,0.49142857142857144,0.98
VGLUT1-31-Igfn1_Ndst4,cluster,0138 L2/3 IT PIR-ENTl Glut_1,10,0.15625,0.9090909090909091,0.2666666666666666,1.0
VGLUT1-32-Mid1_Cdh22,class,01 IT-ET Glut,21,1.0,0.006152944623498389,0.0122306348281887,1.0
VGLUT1-32-Mid1_Cdh22,subclass,013 COAp Grxcr2 Glut,6,0.6666666666666666,0.011516314779270634,0.022641509433962266,0.96
VGLUT1-32-Mid1_Cdh22,supertype,0058 COAp Grxcr2 Glut_1,9,0.5625,0.25,0.34615384615384615,1.0
VGLUT1-32-Mid1_Cdh22,cluster,0215 COAp Grxcr2 Glut_1,6,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0
VGLUT1-4-Wfs1_Sorcs3,class,01 IT-ET Glut,35,1.0,0.010254907705830648,0.020301624129930394,1.0
VGLUT1-4-Wfs1_Sorcs3,subclass,014 LA-BLA-BMA-PA Glut,35,1.0,0.023728813559322035,0.046357615894039736,1.0
VGLUT1-4-Wfs1_Sorcs3,supertype,0061 LA-BLA-BMA-PA Glut_2,12,0.5714285714285714,0.047244094488188976,0.08727272727272727,0.995
VGLUT1-4-Wfs1_Sorcs3,cluster,0235 LA-BLA-BMA-PA Glut_2,6,0.375,0.2608695652173913,0.30769230769230765,1.0
VGLUT1-5-Cbln1_Coch,class,01 IT-ET Glut,21,1.0,0.006152944623498389,0.0122306348281887,1.0
VGLUT1-5-Cbln1_Coch,subclass,009 L2/3 IT PIR-ENTl Glut,7,0.6363636363636364,0.04294478527607362,0.08045977011494254,0.96
VGLUT1-5-Cbln1_Coch,supertype,0041 L2/3 IT PIR-ENTl Glut_3,4,0.3076923076923077,0.18181818181818182,0.2285714285714286,0.985
VGLUT1-5-Cbln1_Coch,cluster,0138 L2/3 IT PIR-ENTl Glut_1,1,0.25,0.09090909090909091,0.13333333333333333,1.0
VGLUT1-6-Thrsp_Lamp5,class,01 IT-ET Glut,200,1.0,0.05859947260474656,0.11071132023249378,1.0
VGLUT1-6-Thrsp_Lamp5,subclass,014 LA-BLA-BMA-PA Glut,140,0.8588957055214724,0.09491525423728814,0.17094017094017094,1.0
VGLUT1-6-Thrsp_Lamp5,supertype,0063 LA-BLA-BMA-PA Glut_4,82,0.543046357615894,0.4939759036144578,0.5173501577287065,0.99
VGLUT1-6-Thrsp_Lamp5,cluster,0244 LA-BLA-BMA-PA Glut_4,75,0.6198347107438017,0.974025974025974,0.7575757575757576,1.0
VGLUT1-7-Bok_Pamr1,class,01 IT-ET Glut,113,1.0,0.033108702021681806,0.06409529211571185,1.0
VGLUT1-7-Bok_Pamr1,subclass,012 MEA Slc17a7 Glut,28,0.3783783783783784,0.03580562659846547,0.06542056074766354,1.0
VGLUT1-7-Bok_Pamr1,supertype,0056 MEA Slc17a7 Glut_2,35,0.33653846153846156,0.1881720430107527,0.24137931034482762,1.0
VGLUT1-7-Bok_Pamr1,cluster,0205 MEA Slc17a7 Glut_2,23,0.32857142857142857,0.45098039215686275,0.38016528925619836,1.0
VGLUT1-8-Sim1_C1ql1,class,01 IT-ET Glut,157,1.0,0.04600058599472605,0.08795518207282912,1.0
VGLUT1-8-Sim1_C1ql1,subclass,026 NLOT Rho Glut,156,0.9936305732484076,0.968944099378882,0.9811320754716981,1.0
VGLUT1-8-Sim1_C1ql1,supertype,0102 NLOT Rho Glut_1,156,0.9936305732484076,0.9570552147239264,0.975,1.0
VGLUT1-8-Sim1_C1ql1,cluster,0402 NLOT Rho Glut_1,156,0.9936305732484076,0.968944099378882,0.9811320754716981,1.0
VGLUT1-9-Gpx3_Rxfp1,class,01 IT-ET Glut,11,0.7333333333333333,0.0032229709932610606,0.006417736289381563,1.0
VGLUT1-9-Gpx3_Rxfp1,subclass,002 IT EP-CLA Glut,5,0.3333333333333333,0.3125,0.3225806451612903,1.0
VGLUT1-9-Gpx3_Rxfp1,supertype,0005 IT EP-CLA Glut_3,3,0.21428571428571427,0.375,0.2727272727272727,1.0
VGLUT1-9-Gpx3_Rxfp1,cluster,0018 IT EP-CLA Glut_3,3,0.23076923076923078,0.6,0.33333333333333337,1.0
VGLUT2-1-Trh_Tes,class,13 CNU-HYa Glut,51,1.0,0.04757462686567164,0.09082813891362422,1.0
VGLUT2-1-Trh_Tes,subclass,114 COAa-PAA-MEA Barhl2 Glut,51,1.0,0.09239130434782608,0.16915422885572137,1.0
VGLUT2-1-Trh_Tes,supertype,0511 COAa-PAA-MEA Barhl2 Glut_3,51,1.0,0.34459459459459457,0.5125628140703518,1.0
VGLUT2-1-Trh_Tes,cluster,2027 COAa-PAA-MEA Barhl2 Glut_3,43,0.9347826086956522,1.0,0.9662921348314606,1.0
VGLUT2-10-Grp_Emx2,class,13 CNU-HYa Glut,11,1.0,0.010261194029850746,0.020313942751615882,0.99
VGLUT2-10-Grp_Emx2,subclass,114 COAa-PAA-MEA Barhl2 Glut,12,1.0,0.021739130434782608,0.042553191489361694,1.0
VGLUT2-10-Grp_Emx2,supertype,0509 COAa-PAA-MEA Barhl2 Glut_1,12,1.0,0.07017543859649122,0.13114754098360656,1.0
VGLUT2-10-Grp_Emx2,cluster,2014 COAa-PAA-MEA Barhl2 Glut_1,6,0.6666666666666666,1.0,0.8,0.98
VGLUT2-11-Ebf1_Fmod,class,13 CNU-HYa Glut,86,1.0,0.08022388059701492,0.1485319516407599,0.99
VGLUT2-11-Ebf1_Fmod,subclass,114 COAa-PAA-MEA Barhl2 Glut,38,0.6440677966101694,0.06884057971014493,0.12438625204582653,1.0
VGLUT2-11-Ebf1_Fmod,supertype,0509 COAa-PAA-MEA Barhl2 Glut_1,48,0.5853658536585366,0.2807017543859649,0.3794466403162055,1.0
VGLUT2-11-Ebf1_Fmod,cluster,2018 COAa-PAA-MEA Barhl2 Glut_1,22,0.4583333333333333,0.9565217391304348,0.619718309859155,1.0
VGLUT2-12-Pkib_Emx2,class,13 CNU-HYa Glut,11,1.0,0.010261194029850746,0.020313942751615882,0.98
VGLUT2-12-Pkib_Emx2,subclass,114 COAa-PAA-MEA Barhl2 Glut,8,0.8888888888888888,0.014492753623188406,0.028520499108734405,1.0
VGLUT2-12-Pkib_Emx2,supertype,0509 COAa-PAA-MEA Barhl2 Glut_1,9,0.8181818181818182,0.05263157894736842,0.0989010989010989,1.0
VGLUT2-12-Pkib_Emx2,cluster,2016 COAa-PAA-MEA Barhl2 Glut_1,7,0.875,0.7,0.7777777777777777,1.0
VGLUT2-13-Gpr88_Dgkk,class,13 CNU-HYa Glut,9,1.0,0.008395522388059701,0.016651248843663275,0.92
VGLUT2-13-Gpr88_Dgkk,subclass,114 COAa-PAA-MEA Barhl2 Glut,8,1.0,0.014492753623188406,0.02857142857142857,0.975
VGLUT2-13-Gpr88_Dgkk,supertype,0350 MEA-BST Lhx6 Sp9 Gaba_4,1,1.0,0.02702702702702703,0.052631578947368425,0.96
VGLUT2-14-Tshz1_Col23a1,class,13 CNU-HYa Glut,16,1.0,0.014925373134328358,0.029411764705882353,0.94
VGLUT2-14-Tshz1_Col23a1,subclass,114 COAa-PAA-MEA Barhl2 Glut,25,1.0,0.04528985507246377,0.08665511265164644,1.0
VGLUT2-14-Tshz1_Col23a1,supertype,0512 COAa-PAA-MEA Barhl2 Glut_4,16,0.9411764705882353,0.36363636363636365,0.5245901639344263,1.0
VGLUT2-14-Tshz1_Col23a1,cluster,2034 COAa-PAA-MEA Barhl2 Glut_4,10,1.0,0.5263157894736842,0.6896551724137931,1.0
VGLUT2-15-Rxfp1_Rspo3,class,13 CNU-HYa Glut,30,1.0,0.027985074626865673,0.0544464609800363,1.0
VGLUT2-15-Rxfp1_Rspo3,subclass,114 COAa-PAA-MEA Barhl2 Glut,30,1.0,0.05434782608695652,0.10309278350515463,1.0
VGLUT2-15-Rxfp1_Rspo3,supertype,0512 COAa-PAA-MEA Barhl2 Glut_4,9,0.5,0.20454545454545456,0.2903225806451613,0.99
VGLUT2-15-Rxfp1_Rspo3,cluster,2029 COAa-PAA-MEA Barhl2 Glut_3,8,0.47058823529411764,0.20512820512820512,0.28571428571428564,1.0
VGLUT2-16-Mpped1_Col23a1,class,13 CNU-HYa Glut,3,1.0,0.002798507462686567,0.0055813953488372085,0.97
VGLUT2-16-Mpped1_Col23a1,subclass,114 COAa-PAA-MEA Barhl2 Glut,3,1.0,0.005434782608695652,0.010810810810810811,1.0
VGLUT2-16-Mpped1_Col23a1,supertype,0512 COAa-PAA-MEA Barhl2 Glut_4,1,0.5,0.022727272727272728,0.04347826086956522,0.85
VGLUT2-16-Mpped1_Col23a1,cluster,2034 COAa-PAA-MEA Barhl2 Glut_4,1,0.5,0.05263157894736842,0.09523809523809525,1.0
VGLUT2-17-Crh_Deptor,class,13 CNU-HYa Glut,13,1.0,0.012126865671641791,0.023963133640552997,1.0
VGLUT2-17-Crh_Deptor,subclass,114 COAa-PAA-MEA Barhl2 Glut,14,1.0,0.025362318840579712,0.049469964664310966,1.0
VGLUT2-17-Crh_Deptor,supertype,0513 COAa-PAA-MEA Barhl2 Glut_5,12,0.8571428571428571,0.42857142857142855,0.5714285714285714,1.0
VGLUT2-17-Crh_Deptor,cluster,2037 COAa-PAA-MEA Barhl2 Glut_5,7,0.6363636363636364,0.875,0.7368421052631579,1.0
VGLUT2-18-Papp2_Cdh23,class,13 CNU-HYa Glut,15,1.0,0.013992537313432836,0.027598896044158234,1.0
VGLUT2-18-Papp2_Cdh23,subclass,114 COAa-PAA-MEA Barhl2 Glut,15,0.9375,0.02717391304347826,0.0528169014084507,1.0
VGLUT2-18-Papp2_Cdh23,supertype,0512 COAa-PAA-MEA Barhl2 Glut_4,16,0.9411764705882353,0.36363636363636365,0.5245901639344263,1.0
VGLUT2-18-Papp2_Cdh23,cluster,2032 COAa-PAA-MEA Barhl2 Glut_4,14,0.9333333333333333,1.0,0.9655172413793104,1.0
VGLUT2-19-Fst_Foxb1,class,13 CNU-HYa Glut,2,1.0,0.0018656716417910447,0.0037243947858473,0.98
VGLUT2-19-Fst_Foxb1,subclass,114 COAa-PAA-MEA Barhl2 Glut,5,1.0,0.009057971014492754,0.017953321364452424,0.98
VGLUT2-19-Fst_Foxb1,supertype,0509 COAa-PAA-MEA Barhl2 Glut_1,5,0.8333333333333334,0.029239766081871343,0.05649717514124293,0.96
VGLUT2-19-Fst_Foxb1,cluster,2015 COAa-PAA-MEA Barhl2 Glut_1,1,0.5,0.25,0.3333333333333333,1.0
VGLUT2-2-Mafb_Ndnf,class,13 CNU-HYa Glut,39,1.0,0.036380597014925374,0.07020702070207022,1.0
VGLUT2-2-Mafb_Ndnf,subclass,114 COAa-PAA-MEA Barhl2 Glut,39,1.0,0.07065217391304347,0.13197969543147206,1.0
VGLUT2-2-Mafb_Ndnf,supertype,0511 COAa-PAA-MEA Barhl2 Glut_3,38,1.0,0.25675675675675674,0.4086021505376344,1.0
