source_label,level,target_name,n_cells,coverage,purity,f1,mean_boot,median_boot
VGLUT2-33-Nxph2_Calb1,class,13 CNU-HYa Glut,16,1.0,0.014925373134328358,0.029411764705882353,0.969375,0.99
VGLUT2-34-Gal_Col12a1,class,13 CNU-HYa Glut,43,1.0,0.04011194029850746,0.07713004484304932,0.964186046511628,0.99
VGLUT2-35-Nr4a2_Zfhx4,class,13 CNU-HYa Glut,38,1.0,0.03544776119402985,0.06846846846846846,0.9776315789473684,1.0
VGLUT2-36-Lxh1_Trp73,class,01 IT-ET Glut,1,0.14285714285714285,0.0002929973630237328,0.0005847953216374269,0.86,0.86
VGLUT2-36-Lxh1_Trp73,class,13 CNU-HYa Glut,6,0.8571428571428571,0.005597014925373134,0.011121408711770158,0.9033333333333333,0.92
VGLUT2-37-Rspo3_Nfib,class,01 IT-ET Glut,1,0.058823529411764705,0.0002929973630237328,0.0005830903790087463,0.86,0.86
VGLUT2-37-Rspo3_Nfib,class,13 CNU-HYa Glut,16,0.9411764705882353,0.014925373134328358,0.02938475665748393,0.97875,0.985
VGLUT2-38-Vwc2_Eomes,class,13 CNU-HYa Glut,32,1.0,0.029850746268656716,0.05797101449275362,0.97625,0.99
VGLUT2-39-Tcf7l2_Skor1,class,13 CNU-HYa Glut,26,1.0,0.024253731343283583,0.04735883424408015,0.9623076923076923,0.99
VGLUT2-4-Cdhr1_Zeb2,class,13 CNU-HYa Glut,49,1.0,0.0457089552238806,0.08742194469223907,0.9971428571428571,1.0
VGLUT2-40-Otp_Pnoc,class,13 CNU-HYa Glut,3,1.0,0.002798507462686567,0.0055813953488372085,0.9,0.88
VGLUT2-41-Otp_Crabp1,class,13 CNU-HYa Glut,24,1.0,0.022388059701492536,0.043795620437956206,0.9812500000000001,1.0
VGLUT2-42-Otp_Sema3c,class,13 CNU-HYa Glut,40,1.0,0.03731343283582089,0.07194244604316546,0.9567500000000001,0.975
VGLUT2-5-Runx1_Zeb2,class,13 CNU-HYa Glut,21,1.0,0.01958955223880597,0.03842634949679781,0.99,1.0
VGLUT2-6-Peg10_Calcr,class,13 CNU-HYa Glut,17,1.0,0.01585820895522388,0.031221303948576674,0.9635294117647059,0.98
VGLUT2-7-Rxfp1_Cd24a,class,13 CNU-HYa Glut,9,1.0,0.008395522388059701,0.016651248843663275,0.98,1.0
VGLUT2-8-Chrdl1_Abi3bp,class,13 CNU-HYa Glut,13,1.0,0.012126865671641791,0.023963133640552997,0.9853846153846154,1.0
VGLUT2-9-Tacr3_Npnt,class,13 CNU-HYa Glut,32,1.0,0.029850746268656716,0.05797101449275362,0.9853125,1.0
GABA-1-Foxp2_Fmod,subclass,064 STR-PAL Chst9 Gaba,1,0.034482758620689655,0.0035587188612099642,0.0064516129032258064,1.0,1.0
GABA-1-Foxp2_Fmod,subclass,065 IA Mgp Gaba,28,0.9655172413793104,0.8484848484848485,0.9032258064516129,0.9917857142857143,1.0
GABA-10-Prkcd-Adora2a,subclass,062 STR D2 Gaba,1,0.16666666666666666,0.008695652173913044,0.01652892561983471,1.0,1.0
GABA-10-Prkcd-Adora2a,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,5,0.8333333333333334,0.013404825737265416,0.02638522427440633,1.0,1.0
GABA-11-Adora2a-Id4,subclass,062 STR D2 Gaba,33,0.4230769230769231,0.28695652173913044,0.3419689119170985,0.9918181818181817,1.0
GABA-11-Adora2a-Id4,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,44,0.5641025641025641,0.11796246648793565,0.1951219512195122,0.9829545454545454,1.0
GABA-11-Adora2a-Id4,subclass,114 COAa-PAA-MEA Barhl2 Glut,1,0.01282051282051282,0.0018115942028985507,0.003174603174603175,1.0,1.0
GABA-12-Adora2a-Scn4b,subclass,062 STR D2 Gaba,63,0.8873239436619719,0.5478260869565217,0.6774193548387096,0.9931746031746032,1.0
GABA-12-Adora2a-Scn4b,subclass,079 CEA-BST Six3 Cyp26b1 Gaba,7,0.09859154929577464,0.01876675603217158,0.03153153153153153,0.9885714285714285,1.0
GABA-12-Adora2a-Scn4b,subclass,080 CEA-AAA-BST Six3 Sp9 Gaba,1,0.014084507042253521,0.006578947368421052,0.00896860986547085,1.0,1.0
GABA-13-Adora2a-Crh,subclass,061 STR D1 Gaba,1,0.0625,0.02857142857142857,0.0392156862745098,0.98,0.98
GABA-13-Adora2a-Crh,subclass,062 STR D2 Gaba,15,0.9375,0.13043478260869565,0.22900763358778628,0.9760000000000001,1.0
GABA-14-Drd1-Scn4b,subclass,060 OT D3 Folh1 Gaba,5,0.18518518518518517,1.0,0.3125,0.9120000000000001,0.9
GABA-14-Drd1-Scn4b,subclass,061 STR D1 Gaba,22,0.8148148148148148,0.6285714285714286,0.7096774193548386,0.9872727272727272,1.0
GABA-15-Drd1-Ebf1,subclass,061 STR D1 Gaba,12,0.9230769230769231,0.34285714285714286,0.5000000000000001,0.9933333333333333,1.0
GABA-15-Drd1-Ebf1,subclass,082 CEA-BST Ebf1 Pdyn Gaba,1,0.07692307692307693,0.00398406374501992,0.007575757575757575,1.0,1.0
GABA-16-Prkcd-Nts,subclass,082 CEA-BST Ebf1 Pdyn Gaba,45,1.0,0.17928286852589642,0.30405405405405406,0.9964444444444445,1.0
GABA-17-Pdyn-Ebf1,subclass,082 CEA-BST Ebf1 Pdyn Gaba,71,0.9861111111111112,0.28286852589641437,0.4396284829721363,0.9992957746478873,1.0
GABA-17-Pdyn-Ebf1,subclass,114 COAa-PAA-MEA Barhl2 Glut,1,0.013888888888888888,0.0018115942028985507,0.003205128205128205,1.0,1.0
GABA-18-Isl1-Tac1,subclass,064 STR-PAL Chst9 Gaba,1,0.037037037037037035,0.0035587188612099642,0.006493506493506492,1.0,1.0
GABA-18-Isl1-Tac1,subclass,081 ACB-BST-FS D1 Gaba,1,0.037037037037037035,0.3333333333333333,0.06666666666666667,1.0,1.0
GABA-18-Isl1-Tac1,subclass,082 CEA-BST Ebf1 Pdyn Gaba,24,0.8888888888888888,0.09561752988047809,0.1726618705035971,0.9983333333333334,1.0
